image_id,vision_openai_sp_detection,vision_openai_response_time
XD6QYU3M5I6M5LAA5BPIKH2K4UKPTVDRYJSYUX3FK2FBPRJSW2OA,None,4.086529016
VUU53RAGKTJBFJMZUX6CN3FV6PMMNLSV4JDNX5UYLLJ6YC33HQUQ,None,8.988812447
N4I4QV5RY637OJ4MU23ETDXBLMSJKVZHYW5QY35FJ7VHFVCBIABA,None,0.5968651772
H72AICWAIVKCQ3JQYERFX3KVDHAHCXVOXR2UDICYUU36E53VUNMA,None,4.246284962
BIWSYEJJ2RUDTZVWZ65673MJ4EGY35CFO4FZNXPIN4KBMGA7P7QQ,None,4.67052269
ZPXUFK57XU3IQ6VUWBK2JAFBAZ3JUDEQUVSZHTTY5NO6J5ZYVJ3Q,None,10.13425016
WATU5NZTHSSGPJE5N6T547PNDVEHM5GVR5ZWJ5IVGTJV7OY6PIPQ,None,4.088377953
KAOC3YK2224IO5G72PZ4NAOSU7XVAGAFVGBZWY37K5FRWWBVGIEQ,None,6.255678415
FAXC6UHVFOC4PS35R3RE2RHUJSUSLCZZPDIR7RID44FGU5IFLTQA,None,2.863249063
32HCGV2V7ZMOSLDX42FMBEQXMXJSIYST7KP5VVI7H7H2HGSBE5RA,None,2.14261055
ECAB6DT6Z2GTVIYWTW6OYKVHXHCK3L5QFM6BEZKMHMERHO6LIQ5Q,None,3.100465775
EP5PO3J52NRXC6IL4ZY3HB76PL2S32AW2GPUT4IHESQ57CKF7TIA,Big Ben,4.434966087
3NSXNJ2IX3SQU3SWERFHGGLTSFN2AF3USS6K3FXSDQXWAPP4BWEA,None,8.805006266
MQLPPJBTNVVHBEIXRNBJOHTIOSOGBWMLZLWMGI75QJECNYGJWTOA,Lastminute.com London Eye,2.326622009
Z33DALR6JHWLMXKVAY7ZYGAYSIWYCI5GCVZYMFK6VEQPMGLCECKA,The British Museum,5.111784697
YWTZODF7CDJTT2PHSUNQYM57LSKHNNNSSD55CYGGSXZSOAWGAAEA,None,4.331970215
4VYQYHHPJ7N4ISPDWOXBH2ZG6HFCEVIKAIN3KKYLU7XHHB567WDA,None,6.762451649
U4F6WBZ37Q2LJX4GBFKO6W7NVQKO77OIHIGE2WG7I2ASVTTGI66Q,Tower Bridge,4.936405182
VZQX26XMAVDINIADQXY5BGRZYUX5A2Z7OXLSTV6M3MVOA4OGOLVA,Tower Of London,2.128224134
D44ZIUOVBKFKFPHSW7A2EYQQWCVB7JTJAX6U6JRIYYNVIFXAMU2A,Big Ben,7.629274607
F3UOZO3APMWNTEUY3EUDTN2C5SJT2IGR4H266AOCD46AAZREQYVA,The British Museum,3.277853489
2KVQZCWVOCULTHS4TOQFPKCWBOM4YD3AZV7HF27TUD3IEDF6ZJSQ,Big Ben,8.363283634
7T54TWA6BU2K6NQE2GJ6SPWYWZUN272SHBECYNXZF5NRYPQLIUVA,The British Museum,3.864510536
XFAS4LJMQUNYWTZ5DUEGX6C5ZYAQE5DHTHBNPSTPIMOMZ5YRIOMA,Tower Bridge,6.02954483
AIB4QMIJVIKNTFF6J3NBVSJDUH6O6XF4OFJJ3CBIBLZEK45HS4YA,Tower Bridge,6.029440403
QBNUT2GEWZYZNLXMO352IA4ECUN2SNFNXTRACHXXUIS7BABKVD3Q,Tower Bridge,4.523549795
LWNHMH7KUJRGPXAWRUBWEY4ERTTFFA3JPZWVBQQY6SHOYAO3GEGA,Tower Of London,4.778018475
FSZPNDHECNKR6HCOY7O2G76Y2RGSL7RQMYQO5SVRGZ7OMBS6FYKQ,Tower Bridge,8.02789855
XVVWC7FINNIY5QEWLGDKNIOH45VVBKYOZC4LQZKDF3YOSGWJY46Q,Tower Bridge,2.705272913
WLGNUKLF7WPHSPLTAKCDOACDBVICB4A3P3KPJQTYIKMOVFZUZSJQ,The British Museum,1.188822746
PC2Q3BIXJXAKS67M47HODAMRKNSGUNTN3GRV4HLA7QGJMXQXPXDA,30 St Mary Axe (the Gherkin),4.068565607
7KP4VEW4OQBLXDNIE34C2GJQBGKIQKAYZQEQ4MOECBF244G64ACA,The British Museum,1.84700036
RMKADRAYONR5KZOOKO7QBFAXH76S5UXLD4D3QWDOX5JJDKTH553A,None,4.116761684
KT7KLG76KQBLRCQYQZUW4XL3CWOWLFW6UAYP3TDRT2Q2GZWEWEFA,None,2.96097827
K7BPVZ3QQJ63S6AZWYCD2BRRLGJKNOMRUHTGIW3T3HWL7TDELFXA,None,6.274352074
W7SFDA5HIZJIWIOXGJURQAIGPDQKXBYO45XCC4XCIKRFN4L4K66Q,Tower Bridge,3.848690748
QT7TK3XNK2PDGYG4W2YJJYM3ZUACHPEYP54NLO3ADUYHBNNV6BDQ,None,1.055442333
J2CZHAUWP64SXY6IL25YM2VL732ZPLPDIDNIJDLXVMKFROUXUHFQ,None,2.91556716
7MIZ35DTHYJUXBFQKZKIFTCMBKEZRMAP43GPADJCOFQ65JJEGD4A,Lastminute.com London Eye,5.263859749
4RGXVYFFRH24D2YCJBHMY7OZP2UJZQY6HANRQDNMUK5VYW32HDNA,Tower Of London,6.508202553
LEEPDHGBN57BL5JWSBGFBIOAOEIACFG43PVMRLJWX3OVQEXSODKA,The Shard,7.348856449
U72MGKFIQPQSRGZEGNYQFGV2IELK55HZXGYYO3S5XKQ27ACMK5WQ,None,17.198838
6SIUEEXXNH5VT6IQ6IDGCUEJ7M2EXYTGKMO7YQZPKHDZHBRPA6JA,None,3.121132851
CUNZ3SZ7SHXQJUOONYPBFA52UTRFDZ2ATZHAEOZCFNFAYA6APT5A,None,10.36138105
ZFOHXKIV6XQUCOGLRGN4XQDLFMDG5N2RWDDLMAOPKI5QNALNHVDA,Big Ben,3.001501799
WTTKN72SLSR7MMY5TVF6ITSI2PT3WZTYFY6PZPIO7KQ2DLG6XANA,None,0.6175425053
KQAGOP6B4V4GKGXQNDDLQDRY2PLQ35LGHAHGXGVEEI5OKJPQT47A,The British Museum,2.079218626
AKM4JAMFM7CCHTFK72ACCQMHZ5LF6POZZPB2JANI7DY4Y2DVQX6A,Tower Bridge,5.31688118
DPCW35BXU2KSMYUIGNDWCMADZZEAQMP67PN7FUCX3EHZALGSZGKQ,Lastminute.com London Eye,10.32375097
LIPE3D2KSBIVOBBIEQL5HQMM46HIBOUAROPPZ2HKUPUTOGFUNORA,None,5.548598766
