,image_id,ground_truth,google_vision_sp_detection,google_vision_sp_score,google_vision_sp_response Time,vision_openai_sp_detection,vision_openai_response_time,ground_truth_single,ground_truth_multiple
133,BRJ3PREFXWPBFOPDPQWNODCWKV47OFDYYY6HKEHIMKUOTU3WZJHQ,[Lastminute.com London Eye],Lastminute.com London Eye,0.4680928885936737,0.3259379863739013,Lastminute.com London Eye,6.488489628,Lastminute.com London Eye,Lastminute.com London Eye
134,VIDX6SJAA6SX22XZCG7EMTSPZDNKKJKYAODFKPC5TKXNX7KJYRYA,[None],None,0.0,0.1786510944366455,None,4.113455534,None,None
135,DVNCOTQCMIFDV5UADEVQDRV5US5XHWNFOGHWT6F4LNVANSDABBEQ,[None],None,0.0,0.3921492099761963,None,4.716368675,None,None
136,R3AZYE2NFFEDBN42UGGMCAZCB7AM4CDJE27ZMNSTHNMPXKW6IR2A,"[Big Ben,Palace Of Westminster,Westminster Bridge]",None,0.0,0.5013504028320312,Westminster Bridge,4.819826365,Big Ben,"Big Ben,Palace Of Westminster,Westminster Bridge"
137,Y6NLQOM5HGIEZAQJFRABGYZ2KJGPLG6FBS37LY2NV5Q3DGNO4EYQ,[Lastminute.com London Eye],None,0.0,0.2060351371765136,Lastminute.com London Eye,4.422371387,Lastminute.com London Eye,Lastminute.com London Eye
138,HR3F3WBO6CLUA57ADMB2VFIP7FWM3IF4ZVPYVBIJGUOUKKK4F2PQ,"[Westminster Bridge,Palace Of Westminster,Big Ben]",Big Ben,0.2945321798324585,0.3984870910644531,Big Ben,11.65710735,Westminster Bridge,"Westminster Bridge,Palace Of Westminster,Big Ben"
139,DURUH25KLBOYEFTJP4IVVAASGBRC7DMR7RLPNCJXJ3KANA5VFH7A,[Tower Of London],Tower Bridge,0.3474405407905578,0.4005050659179687,Tower Of London,13.39314365,Tower Of London,Tower Of London
140,MDVXKSS7L4FMTADHUJLGNGJJ255OTRLIFWITQS3JD5AX7EEVE45A,[Tower Bridge],None,0.0,0.4283623695373535,Tower Bridge,5.235174417,Tower Bridge,Tower Bridge
141,ZCNEOFRCQJ2YFEFVTJ4PTL4SFBW5KDDKSLLMUV45VRV3BBRLL2HQ,[None],None,0.0,0.3849492073059082,None,10.1742425,None,None
142,GYFKKSUX4NIX7EECS3RTDKBNR7PDZCI6G4UC56K6LROYVDOTFJKA,[None],None,0.0,0.2537202835083008,None,3.828582764,None,None
143,XVJ3VW3WFF6VXGR2K6WJGLFSROJNXBTX3RUTKXZ55MLD2M77TKQQ,[None],None,0.0,0.3861427307128906,None,10.35041618,None,None
144,WWFBLQKJKZ7XCTBMXKE62ECVAM5JWFOBHOLXWEYFMF7YXENLO3BQ,[The British Museum],The British Museum,0.3653005063533783,0.2973678112030029,The British Museum,6.976963997,The British Museum,The British Museum
145,DYC23M7WKYXTARFQUPJOJXGZD4MYRGJ2NQFYADQ2I43M3PE2CMYA,[Lastminute.com London Eye],Lastminute.com London Eye,0.3051160871982574,0.407383918762207,Lastminute.com London Eye,7.666149139,Lastminute.com London Eye,Lastminute.com London Eye
146,STN3F6XMGAIJHXNNYI4BVCP7BNCIOKZAROZKE6VNLM5RYEZP6REA,[The British Museum],The British Museum,0.3837872743606567,0.3128397464752197,The British Museum,6.797299147,The British Museum,The British Museum
147,ZWKU32WWE2IPEEWZGGYYCSFLU6PNGZIF52UYE6ROLGE673N2AAMA,"[Lastminute.com London Eye,Palace Of Westminster,Big Ben,Westminster Bridge]",None,0.0,0.3130171298980713,Lastminute.com London Eye,7.319876194,Lastminute.com London Eye,"Lastminute.com London Eye,Palace Of Westminster,Big Ben,Westminster Bridge"
148,VZVT4BBUTZDRKOHBVTBFKTUHSMIGKWLGEOHXBABYFWKZ2V3OGPUQ,[Palace Of Westminster],None,0.0,0.4027078151702881,None,6.259414673,Palace Of Westminster,Palace Of Westminster
149,4TH6UEBI7TFEIC2V2QDQ4M4QDXWJ7MWXLRBE3RUOMBOJBS5HCQRA,[None],None,0.0,0.2132594585418701,None,4.591456175,None,None
150,SZ5TB35RAK24SCB3GJRBE7SPNTCLGVGSZEC3VNSIMXWAM34EMR6A,[None],None,0.0,0.357473611831665,None,6.002450466,None,None
151,MMETMBDSZTY6ZVTA67VLIOUH6WDPVBM6EYK7INGTOB3QRZCDYDAA,[None],None,0.0,0.172788381576538,None,3.349568844,None,None
152,MN2JSJBB4VX5WOTHIBHVRMV2WCDI5NG4ATHFWXLWPXZ3T3KAYNTQ,"[Lastminute.com London Eye,Big Ben]",None,0.0,0.2381191253662109,None,0.8271005154,Lastminute.com London Eye,"Lastminute.com London Eye,Big Ben"
153,LY7X5NZJMDUTTAJ3CRVCSN67PAT5MXTJEM44VYG5RNXFSR3XCKSA,[Big Ben],None,0.0,0.2499017715454101,None,0.7244026661,Big Ben,Big Ben
154,4MGPN45ZHJP23YAD3MZNDUYM26HGOFP4D4HILV3N27VOTTGFOZ5Q,[Tower Of London],None,0.0,0.1171710491180419,Tower Of London,4.279758453,Tower Of London,Tower Of London
155,SK4HWZ7KOT2LAZPCFM2LXH3BTPV35JLXQLYIXL6ZHPNH4ZVDQE2A,"[Tower Bridge,Tower Of London]",None,0.0,0.3899431228637695,None,1.777127743,Tower Bridge,"Tower Bridge,Tower Of London"
156,EECT54DOIGMHPPRK5ETNGWPM6M3UXYULIDJFSWL7BJ34H6BLMLQA,[Tower Bridge],Tower Bridge,0.3437449038028717,0.2444295883178711,Tower Bridge,3.398362398,Tower Bridge,Tower Bridge
157,LD7DAGLFKXNLSNKCC42BGSY34HWMCD2JD3BFUCXDESRUDP5DT2CQ,"[Tower Bridge,The Shard]",None,0.0,0.1567156314849853,Tower Bridge,2.268628359,Tower Bridge,"Tower Bridge,The Shard"
158,JHZYENGV5ZYHE3WOH63L7VDY2L7O3BAXSR4JHTGY4EHDMK2BQACQ,[None],None,0.0,0.1655757427215576,None,3.809677124,None,None
159,RRVJTWZUFB7JWUZTSDCFGLLJAC2BKV7TINH37JDMXT6M3THRKPSA,[The British Museum],The British Museum,0.3547132611274719,0.2833378314971924,The British Museum,12.14158511,The British Museum,The British Museum
160,MDHIOHY7B7PPDV3XGR7TJTDMSJ6GK2A4ZXKNNNII6K45DJ4M62HQ,[The British Museum],None,0.0,0.3750436305999756,The British Museum,4.911911488,The British Museum,The British Museum
161,DPTR7RLM4PAOTHZAKWUINZK33QNOMB5QPCWJJWN6GEOJNCLIFL5A,[None],None,0.0,0.3613252639770508,None,4.392294407,None,None
162,WJLWQJL3XMI5VLDFJQ2XEEFSIHPZQ7OE2TPPBC6MMFRECVZQ3ZPQ,[30 St Mary Axe (The Gherkin)],None,0.0,0.1323163509368896,30 St Mary Axe (the Gherkin),2.62650156,30 St Mary Axe (The Gherkin),30 St Mary Axe (The Gherkin)
163,MA4MLPUUPX6DYERELIWYB57CTSZGQTZZE2PTPQATPKDSLQXIATIQ,[Tower Bridge],None,0.0,0.3764486312866211,Tower Bridge,6.640685558,Tower Bridge,Tower Bridge
164,XU2PC54TAJZQB6DSGRKLWURBOGFP7H3KE553JSLCVIAAQ6BIECQQ,[The British Museum],The British Museum,0.3042327165603637,0.1811616420745849,The British Museum,9.142996073,The British Museum,The British Museum
165,PMFJ4ORZ4FLQLEVTWGMVRBM2DXJH4NHGFR2GWV3XWEOKPNCUE24A,[30 St Mary Axe (The Gherkin)],None,0.0,0.4895989894866943,Tower Of London,5.41293931,30 St Mary Axe (The Gherkin),30 St Mary Axe (The Gherkin)
166,KO7VP7SWM5YSAJJWIJDUVRPWWRN53GUVM2YY3TY57EMA45X3LFJQ,"[Tower Bridge,30 St Mary Axe (The Gherkin)]",None,0.0,0.1422755718231201,Tower Bridge,2.243672132,Tower Bridge,"Tower Bridge,30 St Mary Axe (The Gherkin)"
167,Z6YZRFQ6MTKRVQU3GDEQS3CGAJ7YSYJOCEAU4SOHGQA6FP3M27AQ,[None],None,0.0,0.0982913970947265,None,1.118822575,None,None
168,MAXJLDEVPXEK65YHFRXJ5YZO5PCJKCIY3PFMPBJOJ3DX6HVSPNKQ,[Lastminute.com London Eye],None,0.0,0.4035651683807373,Lastminute.com London Eye,20.91421628,Lastminute.com London Eye,Lastminute.com London Eye
169,EVACPVTUDDMLKRE5OCGI3AN5TNKWR65AJJKPTN4ZAYJ3A4XYHTQA,[None],None,0.0,0.3241889476776123,None,8.509389877,None,None
170,PVUZOS5J5C46MO2RCZZEUN73RV2DZPT42Q4MFKBPVW35VJ5DYHXQ,[None],Tower Bridge,0.3116506338119507,0.4526534080505371,None,6.013745308,None,None
171,Y543IESASK6C4O5U6HA7KWP6MU6BEE7MEEPN3P7XHZRSH6KJ7K5Q,[None],None,0.0,0.5614151954650879,None,5.113161802,None,None
172,G54742QNNR7DZF6GBOR3B6Q4DSVRWLAP25BM3O43FS27O2T2BMOQ,[None],None,0.0,0.4062314033508301,None,7.859421492,None,None
173,RBP734F7DKJXD7LOE3RNHA5LAOX3MTJS3OE6P3GEO65KO3ODXGUQ,[None],None,0.0,0.1542093753814697,None,4.990250587,None,None
174,MJIALINGKBUY5XZVZYXXBV25CNEU52246EH6NCZT6J4ZXP4YLRCA,[None],None,0.0,0.4830360412597656,None,1.440494537,None,None
175,HPNMW3GV6JISHIWJSXEKIEB4VNIC5B2KOJV63JI4FUJQWPTUHGQQ,[Lastminute.com London Eye],None,0.0,0.2552590370178222,Lastminute.com London Eye,4.265958071,Lastminute.com London Eye,Lastminute.com London Eye
176,MYIAFZ7L2RYRGU5DWQLSBRNOJ7RRCXQFXL3E7AHKTGMLEQH5MEVQ,[None],None,0.0,0.3043630123138428,None,0.9695167542,None,None
177,BRLATYWJ2K7MSF6UBI4ZJ6HZJUSXKHVKXFRHDWIKBIUXGKT43M4Q,[Tower Bridge],Lastminute.com London Eye,0.3239556849002838,0.3824179172515869,Tower Bridge,5.881012678,Tower Bridge,Tower Bridge
178,3OAQSG5B5BUZVZJRZBI5VLBWSOHCXR4ZGUJA4776SBB23ZYEM4WQ,[None],None,0.0,0.626995325088501,None,6.293694496,None,None
179,BDUJ3ODZSKVEQSVO3JXVIVJBBDOAGVMAIYKZ67IIASSA5QH3VRPQ,[None],None,0.0,0.344327449798584,None,5.358458042,None,None
180,GNMGLAS4QJM4INYSMKKYCF62ZGWYTTRMM54QBTEV26F3BUFXM5NA,"[Lastminute.com London Eye,Big Ben]",None,0.0,0.3192310333251953,Lastminute.com London Eye,4.964504719,Lastminute.com London Eye,"Lastminute.com London Eye,Big Ben"
181,PZPY7V7ICSIWFRV25BIHSN32HH2LY5DMMUZZ475WPTXL6RYM3YLA,[None],None,0.0,0.3710823059082031,None,6.006513357,None,None
182,4BXD2BRLU236EFFP5RI6OLRCOG2LPOWLVEMZUYQITTL2CMY64M5A,[Tower Bridge],None,0.0,0.401853084564209,Tower Bridge,7.32429409,Tower Bridge,Tower Bridge
183,42CSKLXTH75AFVYEGTFQNY3YZILEKNKNSG5GO2S6JBBEJRKVNWZQ,[Tower Bridge],None,0.0,0.373382568359375,Tower Bridge,4.622507811,Tower Bridge,Tower Bridge
184,J6QIXLTYRMENM7FCKIXZWWMIC7NTCYESAZHYMPWXPNDT7HZ7MAWA,[None],None,0.0,0.1156516075134277,None,1.252129316,None,None
185,LSCMOJKXKBVJLJL3EZUN3SZHC7ACL652DIWN4C2G6XXUKWD4TZIQ,[None],None,0.0,0.1359341144561767,None,1.850701094,None,None
186,UI4G35YP2AGIQH7LZYWMF6Z2WERNCDTZJV5353AISUUCPCLZA22Q,[Lastminute.com London Eye],None,0.0,0.3855400085449219,Lastminute.com London Eye,8.928382635,Lastminute.com London Eye,Lastminute.com London Eye
187,7BUZXJV64HINVN5XXH7N64X6OZRLXYHYXOBILQWUNDL7HHOX3ZYQ,[Lastminute.com London Eye],None,0.0,0.1371068954467773,Lastminute.com London Eye,2.306304932,Lastminute.com London Eye,Lastminute.com London Eye
188,4NPULB4B7TVIY6L7KBZZA7JC7NCNJN4S2FV3RLBPG27DOP2NFCQQ,[None],None,0.0,0.4116127490997314,None,7.071656227,None,None
189,T7BHRF4XY6YGHPBEHFTVNSWDH3HNEYFJMC22Q4OEWCSLMVITEY3A,[None],None,0.0,0.4624166488647461,None,6.888774395,None,None
190,6J2PTVALV2TN3MCFFK5UESKCBEBFOYZKRHNZ4UO6IWNULWQKNCMQ,"[Tower Bridge,Palace Of Westminster,Big Ben]",None,0.0,0.1511025428771972,Big Ben,2.273780584,Tower Bridge,"Tower Bridge,Palace Of Westminster,Big Ben"
191,PML25GJWMACHWTSSRF4JJQY3HDYZAMHQHZIBWZCR4LCNV64UCWRA,[None],The British Museum,0.2466627657413482,0.3232631683349609,None,4.417107582,None,None
192,4TODNAZ37JP2KAIMYI5PCN66M63KKEL37OTMPIHDD2634NJZFL2Q,[None],None,0.0,0.2248897552490234,The Shard,7.637696028,None,None
193,AZQW64LKXSDBJ2CRDVUW43ZWX3E4YQTG3IZCTMOGHIT6QLDEISMQ,[Big Ben],None,0.0,0.2600986957550049,Big Ben,4.855205536,Big Ben,Big Ben
194,OP5HXEVEHKHIFNDSAUIEKESLQGY37RM37LDCEZCGLXVQAVZ4AFMQ,[Lastminute.com London Eye],None,0.0,0.2909722328186035,None,0.6082108021,Lastminute.com London Eye,Lastminute.com London Eye
195,LOGNJN5HH5PZPEUGBMCIL4LQTLYPX5PPR4X75YRBOIY72HMQ2JWA,[Tower Of London],Tower Of London,0.5417182445526123,0.2092607021331787,Tower Of London,5.277685642,Tower Of London,Tower Of London
196,FVGJPPWJFPDYHQKFS6HA4ZGW3GZXZSALHQNA66NVJSH2GBQZFEZA,[None],None,0.0,0.4352085590362549,None,7.384142399,None,None
197,5ICMSTKV2ZIUQYMMEXVHXCLIOEN32YIBVRDSXNEBSLZTHRLNY2OQ,[The British Museum],None,0.0,0.119067907333374,The British Museum,2.453144789,The British Museum,The British Museum
198,DMYRJHI72TZQHZTZGPI7WN2P4RMI72NULGLMJTERHG6UF7W3XTYA,"[Westminster Bridge,Palace Of Westminster,Big Ben]",Big Ben,0.2783767580986023,0.3632183074951172,Big Ben,6.134447336,Westminster Bridge,"Westminster Bridge,Palace Of Westminster,Big Ben"
199,FXNT3R3JBO5FQCHBNFVYBLYQHOVZJESIRT3JDY4JTHAG4TDHRI7A,[None],None,0.0,0.5153787136077881,Trafalgar Square,8.106771708,None,None
200,M2MKRHMYSTZQW446RP4AWK6ADPH4GIVYLMYKH2BY3BRWCH45NKRA,"[Westminster Bridge,Palace Of Westminster,Big Ben]",Big Ben,0.3254433870315552,0.400057315826416,Big Ben,11.27911162,Westminster Bridge,"Westminster Bridge,Palace Of Westminster,Big Ben"
201,2CMDM4PL4E6UW2YYX3THTWYO6ZLB73CHNMTWJCTJKOAU76Z5T5GQ,[None],None,0.0,0.1480293273925781,None,2.036808968,None,None
202,3EXGBXVMPMSUFUQMOJTD4ZLWAE2CP35LQPTZVSF5UAQXVH4A2VZA,[Trafalgar Square],None,0.0,0.3831431865692138,Trafalgar Square,7.250031233,Trafalgar Square,Trafalgar Square
203,UUQSPKSZVBZUEUU5OC5DNB2EEPPPPWUVCVQVI4YLOMUCGAFBWGIQ,[None],None,0.0,0.4144101142883301,None,6.1634655,None,None
204,YOCE5VDTKT3X6YCMRVWEMD36FJL2MK3AVYRMUZSBB46FFLQUU3BA,"[Palace Of Westminster,Big Ben]",None,0.0,0.4716353416442871,Palace Of Westminster,5.285206079,Palace Of Westminster,"Palace Of Westminster,Big Ben"
205,ORQCXLK54Y7D4BWD4JMWEQ53OEBD3D5MUCXA5CIYPJUMA22IAVLA,[None],None,0.0,0.3634440898895263,None,8.031275988,None,None
206,2JSZ4PCELFE7RPZ5XLT7D3TVA5BM4TIGA6BEZYAPFB6UNF2AMNGA,[The British Museum],The British Museum,0.3755227625370025,0.3749728202819824,The British Museum,5.400222778,The British Museum,The British Museum
207,NE7ATAQZS3NAM347JOOC24OEQLCFOXTT23RSBCF22YADPWQZTLNQ,[Palace Of Westminster],Big Ben,0.316049575805664,0.1406052112579345,Palace Of Westminster,3.538292408,Palace Of Westminster,Palace Of Westminster
208,4IEGYAHNPITKUE2VK7ZDRDZYEVFV77YIBQACT7J4EZS2EEZALDLQ,"[Westminster Bridge,Big Ben,Palace Of Westminster]",Big Ben,0.2530366778373718,0.3567929267883301,Big Ben,7.759572744,Westminster Bridge,"Westminster Bridge,Big Ben,Palace Of Westminster"
209,4VHRXE63L5KJXO4OQOR4RCKGET6O7AHVL5NRB45TU3PZ3TLW6UPA,"[Palace Of Westminster,Big Ben]",None,0.0,0.4635622501373291,Palace Of Westminster,4.382706404,Palace Of Westminster,"Palace Of Westminster,Big Ben"
210,M64H3JH66ENZCOZTCMFOTCIMNLFP4VJSH2XBKUT6MC26HBRGDDDQ,"[Tower Bridge,The Shard]",None,0.0,0.1536478996276855,Tower Bridge,2.470989704,Tower Bridge,"Tower Bridge,The Shard"
211,LDSI4PDEOZ4I4YKZKHPI3K5GPGPP7452VDXTZRE4P74O3Z6R6B3A,[None],None,0.0,0.1503169536590576,None,0.5929470062,None,None
212,PYQWR4ALSTDGS6C2MHUHSP534RDYEKLMKDJ46HXGHKBBX7VSVSBA,[The British Museum],None,0.0,0.2389328479766845,The British Museum,4.723206758,The British Museum,The British Museum
213,AJW3HI45MZKR2AD4X6YPL2KKY4AOC2DKJFCF56AJ7YYVLHLPEGJA,[None],None,0.0,0.4209156036376953,None,7.576912642,None,None
214,ZBC4ZA7YG7V3RE6N5KOMGIBUO6CPGY3VB2J4SP5BJZEQ76OWSNKA,"[Big Ben,Palace Of Westminster,Westminster Bridge]",Lastminute.com London Eye,0.2024868428707122,0.3809089660644531,Big Ben,7.370466709,Big Ben,"Big Ben,Palace Of Westminster,Westminster Bridge"
215,3EHLNLDZTRJ5X5O4QFBXGJQZ3SL7BPTQRAMVHC5EFKSRQWCIM5JQ,[None],None,0.0,0.1160628795623779,None,2.280328274,None,None
216,VH4BZTCCMQ47VEMLNTKCPAKJGPXP3LMJJKYLKRC25JDEA2AX2AEA,[None],None,0.0,0.4110629558563232,None,6.606472492,None,None
217,VI6D43VJY4O52XP6ESVSA33ZI2HOKPK4VTC3G43LK57CKPFKR5XA,[Lastminute.com London Eye],None,0.0,0.3071694374084472,None,2.701910257,Lastminute.com London Eye,Lastminute.com London Eye
218,ZJOUSYOWFGVUAJVPBIR2EXVDQBAWL7UIQAGZOJPJYOCNVPRUHQVQ,[None],Trafalgar Square,0.2205415368080139,0.1602206230163574,None,3.025739908,None,None
219,AU2XDYQLYH3RDHY2GIQHRHUXTKOXTCNNHDCZ5Q4CERVBYSQSNSLQ,[Lastminute.com London Eye],None,0.0,0.2246177196502685,Lastminute.com London Eye,4.591920376,Lastminute.com London Eye,Lastminute.com London Eye
220,FYIWZ6ABRQQ3KHTZFVRWR7YJQX4HKAULFPF7HBRZXUFSWXPKXMIA,[Lastminute.com London Eye],Westminster Bridge,0.1542049050331115,0.4172542095184326,Lastminute.com London Eye,5.694902658,Lastminute.com London Eye,Lastminute.com London Eye
221,XD6QYU3M5I6M5LAA5BPIKH2K4UKPTVDRYJSYUX3FK2FBPRJSW2OA,[None],None,0.0,0.2060937881469726,None,4.086529016,None,None
222,VUU53RAGKTJBFJMZUX6CN3FV6PMMNLSV4JDNX5UYLLJ6YC33HQUQ,[None],None,0.0,0.2149231433868408,None,8.988812447,None,None
223,N4I4QV5RY637OJ4MU23ETDXBLMSJKVZHYW5QY35FJ7VHFVCBIABA,[None],None,0.0,0.2108118534088134,None,0.5968651772,None,None
224,H72AICWAIVKCQ3JQYERFX3KVDHAHCXVOXR2UDICYUU36E53VUNMA,[None],None,0.0,0.2942488193511963,None,4.246284962,None,None
225,BIWSYEJJ2RUDTZVWZ65673MJ4EGY35CFO4FZNXPIN4KBMGA7P7QQ,[None],None,0.0,0.1198041439056396,None,4.67052269,None,None
226,ZPXUFK57XU3IQ6VUWBK2JAFBAZ3JUDEQUVSZHTTY5NO6J5ZYVJ3Q,[None],None,0.0,0.4345350265502929,None,10.13425016,None,None
227,WATU5NZTHSSGPJE5N6T547PNDVEHM5GVR5ZWJ5IVGTJV7OY6PIPQ,[None],None,0.0,0.1109240055084228,None,4.088377953,None,None
228,KAOC3YK2224IO5G72PZ4NAOSU7XVAGAFVGBZWY37K5FRWWBVGIEQ,[None],None,0.0,0.3368630409240722,None,6.255678415,None,None
229,FAXC6UHVFOC4PS35R3RE2RHUJSUSLCZZPDIR7RID44FGU5IFLTQA,[None],None,0.0,0.1239442825317382,None,2.863249063,None,None
230,32HCGV2V7ZMOSLDX42FMBEQXMXJSIYST7KP5VVI7H7H2HGSBE5RA,[None],None,0.0,0.1009054183959961,None,2.14261055,None,None
231,ECAB6DT6Z2GTVIYWTW6OYKVHXHCK3L5QFM6BEZKMHMERHO6LIQ5Q,[None],None,0.0,0.1542890071868896,None,3.100465775,None,None
232,EP5PO3J52NRXC6IL4ZY3HB76PL2S32AW2GPUT4IHESQ57CKF7TIA,"[Big Ben,Palace Of Westminster]",None,0.0,0.3139946460723877,Big Ben,4.434966087,Big Ben,"Big Ben,Palace Of Westminster"
233,3NSXNJ2IX3SQU3SWERFHGGLTSFN2AF3USS6K3FXSDQXWAPP4BWEA,[None],None,0.0,0.4156439304351806,None,8.805006266,None,None
234,MQLPPJBTNVVHBEIXRNBJOHTIOSOGBWMLZLWMGI75QJECNYGJWTOA,[Big Ben],None,0.0,0.12333345413208,Lastminute.com London Eye,2.326622009,Big Ben,Big Ben
235,Z33DALR6JHWLMXKVAY7ZYGAYSIWYCI5GCVZYMFK6VEQPMGLCECKA,[None],None,0.0,0.472337007522583,The British Museum,5.111784697,None,None
236,YWTZODF7CDJTT2PHSUNQYM57LSKHNNNSSD55CYGGSXZSOAWGAAEA,[None],None,0.0,0.2464306354522705,None,4.331970215,None,None
237,4VYQYHHPJ7N4ISPDWOXBH2ZG6HFCEVIKAIN3KKYLU7XHHB567WDA,[None],None,0.0,0.1560635566711425,None,6.762451649,None,None
238,U4F6WBZ37Q2LJX4GBFKO6W7NVQKO77OIHIGE2WG7I2ASVTTGI66Q,"[The Shard,Tower Bridge]",Tower Bridge,0.5392276048660278,0.1318094730377197,Tower Bridge,4.936405182,The Shard,"The Shard,Tower Bridge"
239,VZQX26XMAVDINIADQXY5BGRZYUX5A2Z7OXLSTV6M3MVOA4OGOLVA,[Tower Of London],None,0.0,0.0927710533142089,Tower Of London,2.128224134,Tower Of London,Tower Of London
240,D44ZIUOVBKFKFPHSW7A2EYQQWCVB7JTJAX6U6JRIYYNVIFXAMU2A,"[Westminster Bridge,Palace Of Westminster,Big Ben]",Big Ben,0.3116681575775146,0.423929214477539,Big Ben,7.629274607,Westminster Bridge,"Westminster Bridge,Palace Of Westminster,Big Ben"
241,F3UOZO3APMWNTEUY3EUDTN2C5SJT2IGR4H266AOCD46AAZREQYVA,[The British Museum],The British Museum,0.4010238647460937,0.2436974048614502,The British Museum,3.277853489,The British Museum,The British Museum
242,2KVQZCWVOCULTHS4TOQFPKCWBOM4YD3AZV7HF27TUD3IEDF6ZJSQ,"[Westminster Bridge,Palace Of Westminster,Big Ben]",Big Ben,0.3513016402721405,0.4200296401977539,Big Ben,8.363283634,Westminster Bridge,"Westminster Bridge,Palace Of Westminster,Big Ben"
243,7T54TWA6BU2K6NQE2GJ6SPWYWZUN272SHBECYNXZF5NRYPQLIUVA,[The British Museum],None,0.0,0.2795286178588867,The British Museum,3.864510536,The British Museum,The British Museum
244,XFAS4LJMQUNYWTZ5DUEGX6C5ZYAQE5DHTHBNPSTPIMOMZ5YRIOMA,[Tower Bridge],Tower Bridge,0.3275604248046875,0.3917875289916992,Tower Bridge,6.02954483,Tower Bridge,Tower Bridge
245,AIB4QMIJVIKNTFF6J3NBVSJDUH6O6XF4OFJJ3CBIBLZEK45HS4YA,[The Shard],Tower Bridge,0.5122367143630981,0.2010018825531005,Tower Bridge,6.029440403,The Shard,The Shard
246,QBNUT2GEWZYZNLXMO352IA4ECUN2SNFNXTRACHXXUIS7BABKVD3Q,[None],None,0.0,0.1853291988372802,Tower Bridge,4.523549795,None,None
247,LWNHMH7KUJRGPXAWRUBWEY4ERTTFFA3JPZWVBQQY6SHOYAO3GEGA,[Tower Of London],Tower Of London,0.40670245885849,0.3864057064056396,Tower Of London,4.778018475,Tower Of London,Tower Of London
248,FSZPNDHECNKR6HCOY7O2G76Y2RGSL7RQMYQO5SVRGZ7OMBS6FYKQ,[Tower Bridge],None,0.0,0.2395763397216797,Tower Bridge,8.02789855,Tower Bridge,Tower Bridge
249,XVVWC7FINNIY5QEWLGDKNIOH45VVBKYOZC4LQZKDF3YOSGWJY46Q,[Tower Bridge],None,0.0,0.1487329006195068,Tower Bridge,2.705272913,Tower Bridge,Tower Bridge
250,WLGNUKLF7WPHSPLTAKCDOACDBVICB4A3P3KPJQTYIKMOVFZUZSJQ,[The British Museum],None,0.0,0.099733829498291,The British Museum,1.188822746,The British Museum,The British Museum
251,PC2Q3BIXJXAKS67M47HODAMRKNSGUNTN3GRV4HLA7QGJMXQXPXDA,"[30 St Mary Axe (The Gherkin),None]",None,0.0,0.11195969581604,30 St Mary Axe (the Gherkin),4.068565607,30 St Mary Axe (The Gherkin),"30 St Mary Axe (The Gherkin),None"
252,7KP4VEW4OQBLXDNIE34C2GJQBGKIQKAYZQEQ4MOECBF244G64ACA,[None],None,0.0,0.0965893268585205,The British Museum,1.84700036,None,None
253,RMKADRAYONR5KZOOKO7QBFAXH76S5UXLD4D3QWDOX5JJDKTH553A,[None],None,0.0,0.3401455879211426,None,4.116761684,None,None
254,KT7KLG76KQBLRCQYQZUW4XL3CWOWLFW6UAYP3TDRT2Q2GZWEWEFA,[None],None,0.0,0.1368498802185058,None,2.96097827,None,None
255,K7BPVZ3QQJ63S6AZWYCD2BRRLGJKNOMRUHTGIW3T3HWL7TDELFXA,[None],None,0.0,0.3416256904602051,None,6.274352074,None,None
256,W7SFDA5HIZJIWIOXGJURQAIGPDQKXBYO45XCC4XCIKRFN4L4K66Q,[Tower Bridge],Tower Bridge,0.3994737267494201,0.3409268856048584,Tower Bridge,3.848690748,Tower Bridge,Tower Bridge
257,QT7TK3XNK2PDGYG4W2YJJYM3ZUACHPEYP54NLO3ADUYHBNNV6BDQ,[None],None,0.0,0.4212658405303955,None,1.055442333,None,None
258,J2CZHAUWP64SXY6IL25YM2VL732ZPLPDIDNIJDLXVMKFROUXUHFQ,[None],None,0.0,0.1665644645690918,None,2.91556716,None,None
259,7MIZ35DTHYJUXBFQKZKIFTCMBKEZRMAP43GPADJCOFQ65JJEGD4A,"[Lastminute.com London Eye,Big Ben]",None,0.0,0.4668679237365722,Lastminute.com London Eye,5.263859749,Lastminute.com London Eye,"Lastminute.com London Eye,Big Ben"
260,4RGXVYFFRH24D2YCJBHMY7OZP2UJZQY6HANRQDNMUK5VYW32HDNA,[Tower Of London],Tower Bridge,0.3903557360172272,0.317739725112915,Tower Of London,6.508202553,Tower Of London,Tower Of London
261,LEEPDHGBN57BL5JWSBGFBIOAOEIACFG43PVMRLJWX3OVQEXSODKA,,None,0.0,0.3823239803314209,The Shard,7.348856449,,
262,U72MGKFIQPQSRGZEGNYQFGV2IELK55HZXGYYO3S5XKQ27ACMK5WQ,[None],None,0.0,0.5069901943206787,None,17.198838,None,None
263,6SIUEEXXNH5VT6IQ6IDGCUEJ7M2EXYTGKMO7YQZPKHDZHBRPA6JA,[None],None,0.0,0.1890850067138672,None,3.121132851,None,None
264,CUNZ3SZ7SHXQJUOONYPBFA52UTRFDZ2ATZHAEOZCFNFAYA6APT5A,[None],None,0.0,0.3524932861328125,None,10.36138105,None,None
