image_id,vision_openai_sp_detection,vision_openai_response_time
4IEGYAHNPITKUE2VK7ZDRDZYEVFV77YIBQACT7J4EZS2EEZALDLQ,Big Ben,7.759572744369507
4VHRXE63L5KJXO4OQOR4RCKGET6O7AHVL5NRB45TU3PZ3TLW6UPA,The landmark in the image is the Palace of Westminster.,4.3827064037323
M64H3JH66ENZCOZTCMFOTCIMNLFP4VJSH2XBKUT6MC26HBRGDDDQ,Tower Bridge,2.47098970413208
LDSI4PDEOZ4I4YKZKHPI3K5GPGPP7452VDXTZRE4P74O3Z6R6B3A,Error in API call,0.5929470062255859
PYQWR4ALSTDGS6C2MHUHSP534RDYEKLMKDJ46HXGHKBBX7VSVSBA,The British Museum,4.7232067584991455
AJW3HI45MZKR2AD4X6YPL2KKY4AOC2DKJFCF56AJ7YYVLHLPEGJA,None,7.5769126415252686
ZBC4ZA7YG7V3RE6N5KOMGIBUO6CPGY3VB2J4SP5BJZEQ76OWSNKA,Big Ben,7.370466709136963
3EHLNLDZTRJ5X5O4QFBXGJQZ3SL7BPTQRAMVHC5EFKSRQWCIM5JQ,None,2.2803282737731934
VH4BZTCCMQ47VEMLNTKCPAKJGPXP3LMJJKYLKRC25JDEA2AX2AEA,None,6.606472492218018
VI6D43VJY4O52XP6ESVSA33ZI2HOKPK4VTC3G43LK57CKPFKR5XA,Error in API call,2.7019102573394775
ZJOUSYOWFGVUAJVPBIR2EXVDQBAWL7UIQAGZOJPJYOCNVPRUHQVQ,None,3.025739908218384
AU2XDYQLYH3RDHY2GIQHRHUXTKOXTCNNHDCZ5Q4CERVBYSQSNSLQ,The landmark in the image is the Lastminute.com London Eye.,4.591920375823975
FYIWZ6ABRQQ3KHTZFVRWR7YJQX4HKAULFPF7HBRZXUFSWXPKXMIA,Lastminute.com London Eye,5.694902658462524
XD6QYU3M5I6M5LAA5BPIKH2K4UKPTVDRYJSYUX3FK2FBPRJSW2OA,None,4.086529016494751
VUU53RAGKTJBFJMZUX6CN3FV6PMMNLSV4JDNX5UYLLJ6YC33HQUQ,None,8.988812446594238
N4I4QV5RY637OJ4MU23ETDXBLMSJKVZHYW5QY35FJ7VHFVCBIABA,Error in API call,0.596865177154541
H72AICWAIVKCQ3JQYERFX3KVDHAHCXVOXR2UDICYUU36E53VUNMA,None,4.2462849617004395
BIWSYEJJ2RUDTZVWZ65673MJ4EGY35CFO4FZNXPIN4KBMGA7P7QQ,None,4.670522689819336
ZPXUFK57XU3IQ6VUWBK2JAFBAZ3JUDEQUVSZHTTY5NO6J5ZYVJ3Q,None,10.134250164031982
WATU5NZTHSSGPJE5N6T547PNDVEHM5GVR5ZWJ5IVGTJV7OY6PIPQ,None,4.088377952575684
KAOC3YK2224IO5G72PZ4NAOSU7XVAGAFVGBZWY37K5FRWWBVGIEQ,None,6.255678415298462
FAXC6UHVFOC4PS35R3RE2RHUJSUSLCZZPDIR7RID44FGU5IFLTQA,None,2.8632490634918213
32HCGV2V7ZMOSLDX42FMBEQXMXJSIYST7KP5VVI7H7H2HGSBE5RA,None,2.142610549926758
ECAB6DT6Z2GTVIYWTW6OYKVHXHCK3L5QFM6BEZKMHMERHO6LIQ5Q,None,3.100465774536133
EP5PO3J52NRXC6IL4ZY3HB76PL2S32AW2GPUT4IHESQ57CKF7TIA,The landmark in the image is Big Ben.,4.434966087341309
3NSXNJ2IX3SQU3SWERFHGGLTSFN2AF3USS6K3FXSDQXWAPP4BWEA,None,8.805006265640259
MQLPPJBTNVVHBEIXRNBJOHTIOSOGBWMLZLWMGI75QJECNYGJWTOA,The landmark in the image is the Lastminute.com London Eye.,2.3266220092773438
Z33DALR6JHWLMXKVAY7ZYGAYSIWYCI5GCVZYMFK6VEQPMGLCECKA,The landmark in the image is The British Museum.,5.1117846965789795
YWTZODF7CDJTT2PHSUNQYM57LSKHNNNSSD55CYGGSXZSOAWGAAEA,None,4.33197021484375
4VYQYHHPJ7N4ISPDWOXBH2ZG6HFCEVIKAIN3KKYLU7XHHB567WDA,None,6.762451648712158
U4F6WBZ37Q2LJX4GBFKO6W7NVQKO77OIHIGE2WG7I2ASVTTGI66Q,Tower Bridge,4.936405181884766
VZQX26XMAVDINIADQXY5BGRZYUX5A2Z7OXLSTV6M3MVOA4OGOLVA,The landmark in the image is the Tower of London.,2.1282241344451904
D44ZIUOVBKFKFPHSW7A2EYQQWCVB7JTJAX6U6JRIYYNVIFXAMU2A,Big Ben,7.629274606704712
F3UOZO3APMWNTEUY3EUDTN2C5SJT2IGR4H266AOCD46AAZREQYVA,The British Museum,3.277853488922119
2KVQZCWVOCULTHS4TOQFPKCWBOM4YD3AZV7HF27TUD3IEDF6ZJSQ,Big Ben,8.363283634185791
7T54TWA6BU2K6NQE2GJ6SPWYWZUN272SHBECYNXZF5NRYPQLIUVA,The British Museum,3.8645105361938477
XFAS4LJMQUNYWTZ5DUEGX6C5ZYAQE5DHTHBNPSTPIMOMZ5YRIOMA,Tower Bridge,6.029544830322266
AIB4QMIJVIKNTFF6J3NBVSJDUH6O6XF4OFJJ3CBIBLZEK45HS4YA,Tower Bridge,6.029440402984619
QBNUT2GEWZYZNLXMO352IA4ECUN2SNFNXTRACHXXUIS7BABKVD3Q,Tower Bridge.,4.523549795150757
LWNHMH7KUJRGPXAWRUBWEY4ERTTFFA3JPZWVBQQY6SHOYAO3GEGA,The landmark in the image is the Tower of London.,4.778018474578857
FSZPNDHECNKR6HCOY7O2G76Y2RGSL7RQMYQO5SVRGZ7OMBS6FYKQ,The landmark in the image is Tower Bridge.,8.02789855003357
XVVWC7FINNIY5QEWLGDKNIOH45VVBKYOZC4LQZKDF3YOSGWJY46Q,Tower Bridge,2.705272912979126
WLGNUKLF7WPHSPLTAKCDOACDBVICB4A3P3KPJQTYIKMOVFZUZSJQ,The British Museum,1.1888227462768555
PC2Q3BIXJXAKS67M47HODAMRKNSGUNTN3GRV4HLA7QGJMXQXPXDA,30 St Mary Axe (The Gherkin),4.068565607070923
7KP4VEW4OQBLXDNIE34C2GJQBGKIQKAYZQEQ4MOECBF244G64ACA,The landmark in the image is The British Museum.,1.8470003604888916
RMKADRAYONR5KZOOKO7QBFAXH76S5UXLD4D3QWDOX5JJDKTH553A,None,4.116761684417725
KT7KLG76KQBLRCQYQZUW4XL3CWOWLFW6UAYP3TDRT2Q2GZWEWEFA,None of the landmarks listed matches the one in the image.,2.9609782695770264
K7BPVZ3QQJ63S6AZWYCD2BRRLGJKNOMRUHTGIW3T3HWL7TDELFXA,None,6.274352073669434
W7SFDA5HIZJIWIOXGJURQAIGPDQKXBYO45XCC4XCIKRFN4L4K66Q,Tower Bridge,3.8486907482147217
QT7TK3XNK2PDGYG4W2YJJYM3ZUACHPEYP54NLO3ADUYHBNNV6BDQ,Error in API call,1.0554423332214355
J2CZHAUWP64SXY6IL25YM2VL732ZPLPDIDNIJDLXVMKFROUXUHFQ,None,2.91556715965271
7MIZ35DTHYJUXBFQKZKIFTCMBKEZRMAP43GPADJCOFQ65JJEGD4A,Lastminute.com London Eye,5.263859748840332
4RGXVYFFRH24D2YCJBHMY7OZP2UJZQY6HANRQDNMUK5VYW32HDNA,Tower Of London,6.50820255279541
LEEPDHGBN57BL5JWSBGFBIOAOEIACFG43PVMRLJWX3OVQEXSODKA,The Shard,7.348856449127197
U72MGKFIQPQSRGZEGNYQFGV2IELK55HZXGYYO3S5XKQ27ACMK5WQ,None,17.198837995529175
6SIUEEXXNH5VT6IQ6IDGCUEJ7M2EXYTGKMO7YQZPKHDZHBRPA6JA,None,3.1211328506469727
CUNZ3SZ7SHXQJUOONYPBFA52UTRFDZ2ATZHAEOZCFNFAYA6APT5A,None,10.36138105392456
ZFOHXKIV6XQUCOGLRGN4XQDLFMDG5N2RWDDLMAOPKI5QNALNHVDA,The landmark in the image is Big Ben.,3.0015017986297607
WTTKN72SLSR7MMY5TVF6ITSI2PT3WZTYFY6PZPIO7KQ2DLG6XANA,Error in API call,0.6175425052642822
KQAGOP6B4V4GKGXQNDDLQDRY2PLQ35LGHAHGXGVEEI5OKJPQT47A,The British Museum,2.079218626022339
AKM4JAMFM7CCHTFK72ACCQMHZ5LF6POZZPB2JANI7DY4Y2DVQX6A,Tower Bridge,5.31688117980957
DPCW35BXU2KSMYUIGNDWCMADZZEAQMP67PN7FUCX3EHZALGSZGKQ,Lastminute.com London Eye,10.323750972747803
LIPE3D2KSBIVOBBIEQL5HQMM46HIBOUAROPPZ2HKUPUTOGFUNORA,None,5.548598766326904
