,image_id,ground_truth,accommodation_id,longitude,latitude,driving_duration,walking_duration,transit_duration,image,tag_name,probability,accommodation_name,dt,distance_to_bigben,description,score,response_time,response_time_vision,detections_vision_openai,ground_truth_single,ground_truth_multiple
226,FBIDG7M2P3NCIST7SSGYMBWWWAOQCEY52NIOQTMIACTQDMJFO7LA,[None],29263152,-0.1275,51.50722,4,14,11,https://imgcy.trivago.com/partner-images/28/50/337d9a7eda244a7f948d8606d6b01d01131dd350e84d8800a701b12577d6,building,0.9980999827,"Open Plan Waterloo, 2br, New Build, Terrace, By Blueground",2024-03-07,0.8202509419,None,0.4277516305,0.2790253162,5.300676584,None,None,None
227,I5ZT3XMPWOMTA5PSY5P5YOD5TWK3DT2542YLNHSLRFY4TVTSQVTA,[Lastminute.com London Eye],26089634,-0.12037,51.51286,5,8,8,https://imgcy.trivago.com/hotelier-images/47/73/3ddd8fb3993075f2c75fdc387d9d95b1cf5de6b0b69e4b8971c9d6728566,swimming-pool,0.9998999834,Primestay Covent Garden Apartments,2024-03-07,0.3733971403,None,0.6505177617,0.3869013786,5.328555107,Lastminute.com London Eye,Lastminute.com London Eye,Lastminute.com London Eye
228,RL4RKM76UCO5NKJCUCART6CSYKXWA4VF6GIGOF7XJXTOJZ7SP25Q,[None],48064,-0.12428,51.50612,4,10,10,https://imgcy.trivago.com/partner-images/8a/f9/1533fea09dd6a922a08119f852c2af6072a5f1906717f74de6e4e7f27ebb,building,0.9998999834,"The Royal Horseguards, London",2024-03-07,0.7013514482,None,0.2805858254,0.4940650463,17.42260051,None,None,None
229,Y5327KBUQ5PG2FRDGHGPHQHGSUUNKAGIHE2EWFCVNBIO6LXH6KIA,[None],19160232,-0.1275,51.50722,4,14,9,https://imgcy.trivago.com/partner-images/c7/77/afa834875e6d162331ccf3c0e69528d500c839344b14556850ef2ee7f290,building,1.0,Mulberry Flat 3 - One Bedroom 2nd Floor - Sleeps 4 Guests In 1 Bedroom,2024-03-07,0.8202509419,None,0.4629985392,0.2864029408,3.894256353,None,None,None
230,XTZZUAEEAE4ZTDD6SXMT5VTS4Q5QVPFOLKIZLPS2U6ILXS6C2KXA,[None],31271040,-0.1275,51.50722,4,14,11,https://imgcy.trivago.com/partner-images/bc/f3/9a00840139998c7e95d93ed672e43b0abcae5a9195be5aa790bbcbc2d2ae,building,1.0,Pass The Keys | Lux Apartment In Holloway,2024-03-07,0.8202509419,None,0.5888870955,0.2749545574,3.293726683,None,None,None
231,UFKEXW2MXCBLYMAI6ZJRXHO4OJO6BX6XSNAKVBRJ7XL7NOVL67LA,[None],28682056,-0.1275,51.50722,4,14,11,https://imgcy.trivago.com/partner-images/a1/54/4bdb4cb882bc3008f6531b9ddc725de0dfd79340aa8629fdd7f6baabf7d6,building,0.9998999834,2 Bedroom Apartment In Kensington,2024-03-07,0.8202509419,None,0.6475839019,0.8002612591,7.621275187,None,None,None
232,GQDYLASM4YSLCURPWPDLYJA6U6HAOQMGTAMJE6YOSTPZKUZET5QA,[None],12674,-0.12358,51.52074,9,20,12,https://imgcy.trivago.com/partner-images/34/07/85824ce624b1522fb3c6bc241ea78e0741869818927b0e94df9553249f60,swimming-pool,0.9943000078,The Bedford Hotel,2024-03-07,1.246925427,None,0.3076983392,0.3970508575,8.933413982,None,None,None
233,RPTRDCTGCJS2TRMKNPWWUVNIDIRPRUK3GDFFPIFJFZ2OKGC5QPXA,[None],24560098,-0.1275,51.50722,4,14,12,https://imgcy.trivago.com/partner-images/8b/e7/118a661265a9c58a6bed6a55a81a22f8d15b30ca57a0a92e74e5185d83ee,building,0.9995999932,Albert Terrace By Onefinestay,2024-03-07,0.8202509419,None,0.6292803288,0.889288187,9.51470232,None,None,None
234,YOJQX63SRRKY4REHRIQRIFFV2WQXU5AQI4TC6K7UT73UCJ3L2TGQ,[None],1251750,-0.12492,51.5195,10,21,15,https://imgcy.trivago.com/hotelier-images/c3/93/0bfb728c558e44878a211414b5d5a17a741047262f2bf49ff741276bd4cd,building,0.9998999834,Astor Museum,2024-03-07,1.162502091,None,0.4752387404,0.3572568893,4.835124016,None,None,None
235,32HCGV2V7ZMOSLDX42FMBEQXMXJSIYST7KP5VVI7H7H2HGSBE5RA,[None],31540182,-0.07798,51.50149,12,48,17,https://imgcy.trivago.com/partner-images/de/8e/235755fe58e92c77e68ac0921765d3246253fa9fdad51f3fcfa39a412762,building,0.9998999834,Tower Bridge Modern 2bed 2bath Apartment By London Bridge,2024-03-07,2.860236369,None,0.5429385304,0.165324688,1.848908663,None,None,None
236,6P6R4WXQH4SBC43V4ARAOX6XACPBWDXHUPJWSLS2OK5JDXKOZH2Q,[None],24049946,-0.1275,51.50722,4,14,10,https://imgcy.trivago.com/partner-images/f3/fd/1e5af03f24117375e022075fd7009e1b0ee7a3d3692e5a72ba91dd4ec9f5,building,0.9998999834,Sonder At Kensington Gardens | Serene Room,2024-03-07,0.8202509419,None,0.4969238043,0.3998925686,13.56859922,None,None,None
237,ZLMDUIZRCFM52XLXRMUDO2F3FY6I6MIE4SQ4APOAOHW5UV7MWCYQ,[None],29428032,-0.1275,51.50722,4,14,11,https://imgcy.trivago.com/partner-images/ca/d8/3a23311159dd5d778b283768bb2e3c8f3104e4a1c03dc071edda57ecb0b1,building,0.9998999834,Marvellous & Spacious Apartments In East London,2024-03-07,0.8202509419,None,0.2433220744,0.1982164383,3.129141808,None,None,None
238,LSCMOJKXKBVJLJL3EZUN3SZHC7ACL652DIWN4C2G6XXUKWD4TZIQ,[None],28271264,-0.08226,51.49192,16,63,19,https://imgcy.trivago.com/partner-images/5c/84/c72557506a95a57b2668ddcb2717c025fbba1a2cde0b46f5ef45587c9e51,building,0.9988999963,Zone 1 Smart Two Bed Apartment Near Tower Bridge Central London,2024-03-07,3.148016688,None,0.522141695,0.08544397354,3.538334608,None,None,None
239,ZNC2OK5LO7Z66WTHF2LGR4EZBBBZP443GYQNOR2GKESX66F2SN6A,[None],19068030,-0.1275,51.50722,4,14,9,https://imgcy.trivago.com/partner-images/cb/45/a72bab77f3ef5a672e9668f099084397f39b3620d7474651257f78ba937c,building,1.0,"Modern Studio, Regents Park - Sk",2024-03-07,0.8202509419,None,0.302834183,0.5871944427,6.03788352,None,None,None
240,6SIUEEXXNH5VT6IQ6IDGCUEJ7M2EXYTGKMO7YQZPKHDZHBRPA6JA,[None],35839620,-0.12921,51.5099,7,14,14,https://imgcy.trivago.com/partner-images/f4/91/4212f769fb59f910f206615089fb344be266531dfc432f51c793862f0792,building,0.9585999846,Altido Bright Flat In Leicester Square,2024-03-07,0.8622037829,None,0.3340278864,0.2390277386,4.280061245,None,None,None
241,RPIYX734DAWTXYBXQVOXVYLEAFKT27B2JYCSXIJECJOA6J5LVXCA,[None],35919334,-0.17553,51.49369,21,71,9,https://imgcy.trivago.com/partner-images/8b/d1/8bff7c182d3be037855d7ae16401553d7c3a4e052ba124125c0f27abadc4,building,0.9871000051,"Stylish South Kensington 2br, Nr Museums & Shops, By Blueground",2024-03-07,4.469370394,None,0.4294585884,0.278121233,5.279820204,None,None,None
242,APVRJY3ZDIUJFN6LPINZVFSA4AOQABAD24R65F442CULU537UK3A,[None],16162336,-0.12645,51.50622,4,13,13,https://imgcy.trivago.com/partner-images/03/eb/14e3791a2892b7cb7a1b9a9640e01d000403d723ee979cd0a8ba777fa2b6,restaurant,0.9944000244,Great Scotland Yard Hotel part of Hyatt,2024-03-07,0.8124933975,None,0.3434417546,0.3613717556,5.974359751,None,None,None
243,KA2UOXMYGZZRLHMOPMZN7ZZO4I422OY6Z3GCLIY3KQ5MSFEDXXPQ,[None],29264388,-0.1275,51.50722,4,14,11,https://imgcy.trivago.com/partner-images/50/35/475d983673159d8e7b32dfe72ee239ad3b1ececc25a31b543ac91483bddf,building,1.0,Elegant 2 Room Suite In The Heart Of Knightsbridge,2024-03-07,0.8202509419,None,0.9877021313,0.19150877,3.215273857,None,None,None
244,MGWHNBR4VXYPCL7JH3DM3SRPOVSKHDYUXSWKP5R72RPQA5NSHYVA,[None],24049946,-0.1275,51.50722,4,14,10,https://imgcy.trivago.com/partner-images/61/ac/76863cadf0f12fe93ec6cdca2f7564a38f14bcaca7f63fd45f0075b23e2a,building,0.9998999834,Sonder At Kensington Gardens | Serene Room,2024-03-07,0.8202509419,None,0.4506846666,0.3411998749,8.225668669,None,None,None
245,J3LJEWFML45V2E2VJRMQY5ZQ5QW63SJUZ4YKCFJJ7TOYFONWWE2Q,[None],16162336,-0.12645,51.50622,4,13,13,https://imgcy.trivago.com/partner-images/4e/d6/9258ac5f3b5d13554c590c7730ec2dedc934cf30a11529fcdd82b9b6b135,building,1.0,Great Scotland Yard Hotel part of Hyatt,2024-03-07,0.8124933975,None,0.4863590598,0.488006115,6.325908899,None,None,None
246,IK4ZVWF7BX4TLYCNULBLFLPULWPCNO2NGZZ3TI6SYUDT2SUWC2MQ,[None],18008080,-0.1275,51.50722,4,14,10,https://imgcy.trivago.com/partner-images/42/b9/9ad8bf0df935e04da2c2b2adf45d9e26bb4d3673b9a3d2c5073d4a961699,building,0.9998999834,Interlude House A - Sleeps 2 Guests In 1 Bedroom,2024-03-07,0.8202509419,None,0.2657637894,0.2319939137,4.427155256,None,None,None
247,TZYITPKAUEXIXEGDERFNEABZG3R24RBBOHCL5SDTGMMDFRHBG3MQ,[None],118801,-0.14699,51.50474,13,35,20,https://imgcy.trivago.com/partner-images/9e/70/89bd40a12e8b90c3244ad2003936e3ae442171c4bec873331832c4e136d9,restaurant,1.0,Hotel Sheraton Grand London Park Lane,2024-03-07,2.182568418,None,0.2726050317,0.3901290894,5.062009573,None,None,None
248,OB62HN3ACA2OXZPR6ZY6HIFRO4OH4FH3OLDLMU4RUATCPOCFHWIQ,[None],2172390,-0.1007,51.52041,10,25,17,https://imgcy.trivago.com/partner-images/70/7d/a3b7601034ebe5f1f671e3a0b1771c7e14fb72c6b65391a02627b8453d91,building,0.9998000264,The Fox &Anchor,2024-03-07,1.5768893,None,0.5191717744,0.3192949295,2.953651667,None,None,None
249,BIWSYEJJ2RUDTZVWZ65673MJ4EGY35CFO4FZNXPIN4KBMGA7P7QQ,[None],13305,-0.0976,51.52209,9,30,21,https://imgcy.trivago.com/partner-images/0a/2d/2c1129d46839e6b6cfbbefed89e10d8df445770b96dde86f1416181f7fe1,building,1.0,Citadines Barbican London,2024-03-07,1.860707706,None,0.963080287,0.2273070812,3.592022657,None,None,None
250,R75UQ2ROLO5QV4IELKEDWOLTV4W57AVAQAAJT25GT5TY7M3MPR2Q,[None],7935834,-0.11888,51.49375,11,34,20,https://imgcy.trivago.com/partner-images/8f/fb/486a2e5bbb0af1045a883b3973af2ddf82a0800099eba69f678fb36c7c75,building,1.0,"Zone 1 Apartment 5 Min To Thames, Westminster London Eye Sth Bank",2024-03-07,1.852367178,None,0.7190226316,0.2730047703,2.962453365,None,None,None
251,2MZL4HQ35JOSCURR7S4FW5VMT6GYETBFJ2MMFHIPWX76RHVNCKFQ,[None],24682660,-0.1275,51.50722,4,14,10,https://imgcy.trivago.com/partner-images/d3/32/be1e1bea5d215231fcb85b76ac9f8d824c254e98c29d0fb5ffe89ead128b,building,0.9998999834,Accessible Apartment In The Grade Ii 'listed Netherby Hall,2024-03-07,0.8202509419,None,0.2932121754,0.5395617485,6.269286156,None,None,None
252,HWWREIKHRQGBHTF62HNYNI2HICYH3JYHTQPMJVHQSGL6MMXOH77A,[None],28804514,-0.12988,51.51382,13,18,15,https://imgcy.trivago.com/partner-images/3d/ad/1221478c0c13ccbed1db86a34740b07da7079c1ec4d4f09197e632ee3ffe,building,0.9998999834,Lovely 2 Bed Flat In Soho!,2024-03-07,0.9853869924,None,0.4426066875,0.2017741203,2.672878265,None,None,None
253,ZAT6BBWBTZOUFA37AF3APMOSM36FQ7N2U4ZFVIR2JQYWSGQ466UA,[None],17517470,-0.11784,51.49351,11,35,19,https://imgcy.trivago.com/partner-images/c8/27/e086c19e5d42837f017607b1d266fc587dbaa7325aa23a4c31691a1cf7a8,bedroom,0.9998999834,"Apartment 3, 39 Cornwall Road, Waterloo",2024-03-07,1.87475918,None,0.2905415893,0.3645021915,4.037794113,None,None,None
254,HPTR5APPRBZVOJ7A3IN57CRWKEFAWKQXOFVUG27BZGOHJZUXXYOQ,[None],47717,-0.14579,51.4975,14,41,16,https://imgcy.trivago.com/partner-images/3b/e7/1e81ef88735727e0da1bdf8a36510a0b2a17716b436be1c99c74e697be1d,building,1.0,Hotel The Goring,2024-03-07,2.465264555,None,0.2699874341,0.8440725803,7.951378345,None,None,None
255,2ZIVEKNI37ZBGJMRCSN5WG2KHYBX44LB6KFNPE33SMSJQNVEYFJA,[The Shard],33865262,-0.1275,51.50722,4,14,11,https://imgcy.trivago.com/partner-images/d6/51/5229a8dff2132591149bdb1b4a3e037e7161f28ad7937b93249836a4c152,building,0.9998999834,Sophisticated 2bd Flat - Southfields,2024-03-07,0.8202509419,None,0.3803239763,0.1881246567,4.604774714,The Shard,The Shard,The Shard
256,4NPULB4B7TVIY6L7KBZZA7JC7NCNJN4S2FV3RLBPG27DOP2NFCQQ,[None],2396128,-0.10268,51.52283,11,29,19,https://imgcy.trivago.com/partner-images/e3/5f/458781fcea8c797f5073907d22fb44d4b792d16bb8ac2f36be373f4d28a1,building,0.9998999834,The Zetter Townhouse Clerkenwell,2024-03-07,1.695449823,None,0.502117753,0.4686713219,6.123645782,None,None,None
257,Y2KTPPJHB2VOGJE2XMIMOYHRTUFQAWXX4QDQDL4KOPQMO4VXL2EA,[None],664366,-0.08704,51.52261,12,43,15,https://imgcy.trivago.com/partner-images/c6/95/37bd270eaae3249abb10c760f19d0b005af7e40701af8a73e0c772b75e88,building,0.9998999834,Travelodge London Central City Road,2024-03-07,2.467628767,None,0.6364226341,0.4130887985,5.915008307,None,None,None
258,MNRNHHIXZZ6ZLAOL44NQCVIPOLINFUHKJOIUZRREJVXWJ6Y5M5BA,[None],20651980,-0.1275,51.50722,4,14,9,https://imgcy.trivago.com/partner-images/63/62/d39d17ce7d9581cbe71b01550f72d0d2d0ea4b914cc6244d6f64fb1d6742,building,1.0,Modern/bright/chic/central + Mini Breakfast,2024-03-07,0.8202509419,None,0.3774672449,0.3268342018,3.743800163,None,None,None
259,WHRIGO7OD25K2H7KDOBL6DY2LA7J25T2RFGUYBGANVP3A4PBF6LQ,[None],28510276,-0.1275,51.50722,4,14,11,https://imgcy.trivago.com/partner-images/b1/e2/833bee1ebaad1fea1b82bf0f1a583e9d767a894d4c04c06d5fb071e12f97,building,1.0,"Purpose Bulit Kensington 1br W/ Balcony, 5 Mins To Tube, By Blueground",2024-03-07,0.8202509419,None,0.4659487903,0.28104496,3.66712451,None,None,None
260,ECAB6DT6Z2GTVIYWTW6OYKVHXHCK3L5QFM6BEZKMHMERHO6LIQ5Q,[None],36213578,-0.14125,51.50999,13,28,15,https://imgcy.trivago.com/partner-images/20/80/1f0e7ece8d3aa3169dbcec2aa7b9c4adafb02b3c12654c3b0913bbcb443b,building,0.9998999834,Mayfair Pied De Tier Sleeps 6ppl,2024-03-07,1.69442533,None,0.3736202419,0.1014733315,19.93244481,None,None,None
261,OQ76BCM5YU4T34CHML32O7GI7LL4HXDMK5EEUE6BJFQJ5ET4ASNA,[None],29601798,-0.1275,51.50722,4,14,11,https://imgcy.trivago.com/partner-images/74/3f/e0899dc5393df04762f7a77cc8fad7c3dc6c57484a13c149609e927c049a,bedroom,0.9998999834,"London Greenwich, Top Floor Flat With Stunning View To London",2024-03-07,0.8202509419,None,0.1821691692,0.6584606171,7.364285946,None,None,None
262,VI2BUBCJYUOQRZUIY4Q3MXM5OUVZRCQSYTFBWKUH3H5HUBHM22NA,[None],15909640,-0.1275,51.50722,4,14,11,https://imgcy.trivago.com/partner-images/aa/34/1a0449c51d08e688c721b65d9d752b988a12c4ca1b2a87d9fa7a04ecd69a,building,0.9986000061,Royal Kew Gardens Secret Hideaway,2024-03-07,0.8202509419,None,0.4377162158,0.5178370476,4.301304102,None,None,None
263,PFPU2QTVAEZM3KPW7RIOJONH7RRLPQ7LEN5BFHBUU3XPZBVCL6PA,[None],23940044,-0.1275,51.50722,4,14,10,https://imgcy.trivago.com/partner-images/79/5f/4d42750132cda9f6fc50e4b9a7fc62b7c3eb237a129c34a6eefc86a25f9e,building,0.9998999834,hub by Premier Inn London Shoreditch hotel,2024-03-07,0.8202509419,None,0.2147125602,0.1756968498,2.893108368,None,None,None
264,SU7RGUAOW6EBNO5FF3AEN5R4AIJJTBBXF7BVCFAIUA3K6PVV2BPQ,[None],25305100,-0.1275,51.50722,4,14,10,https://imgcy.trivago.com/partner-images/95/3f/13500eb78816bba52ec046f63c02129984372fc3511408a036af3eb5d05f,kids-area,0.9988999963,Pass The Keys Cosy 1bed Apartment In Central Pimlico,2024-03-07,0.8202509419,None,0.4538071752,0.4995412827,5.806895494,None,None,None
265,6G7THWLQTFHWPZBNJQC2WIDI7AGYWDASYK22D7OBAXERO3WSQOYQ,[None],12695,-0.12107,51.51072,6,7,7,https://imgcy.trivago.com/partner-images/f1/bf/33d970994f67e42d4c05ab2068f80d8b0c12c2b5a1fdc105c9176ed283b1,building,0.9998999834,Strand Palace Hotel,2024-03-07,0.3000989311,None,0.7152246237,0.3600649834,6.010101557,The British Museum,None,None
266,X4FCJAWSJ4RZ6KUVERMEP735YU6JELQRRKGQHIV3OXCFSMBVMJFA,[None],35892274,-0.08557,51.52965,15,51,20,https://imgcy.trivago.com/partner-images/bf/0a/2482d24f239f2a95245847ff7dc53c922e118a8d03a2bb75c4593035624a,building,0.9959999919,5 Sleeper Close To Old Street/ Shoreditch,2024-03-07,3.043564526,None,0.5163888931,0.1428453922,2.97079134,None,None,None
267,ORQCXLK54Y7D4BWD4JMWEQ53OEBD3D5MUCXA5CIYPJUMA22IAVLA,[None],29341344,-0.1275,51.50722,4,14,11,https://imgcy.trivago.com/partner-images/74/60/2bad5de63e3e06c3e2596243bb71023d8faca0ae0e89187a68c06b480556,building,1.0,"Apartment 5 Min Walk From The London Eye And Westminster, Comfortable And Bright",2024-03-07,0.8202509419,None,0.5405309796,0.3506281376,5.77055192,None,None,None
268,M4MAYUJNYN5NIQNURLHTEJDXEACUUD4MGMONFIRYB7QOR5K7TC4Q,[None],33028760,-0.1275,51.50722,4,14,10,https://imgcy.trivago.com/partner-images/67/18/0c512dc37ad441b48acf32247720054a0f8c331cd2a2380fe0e8f55f98b9,building,0.9998999834,Johnzhang,2024-03-07,0.8202509419,None,0.3604842722,0.1704144478,1.722716808,None,None,None
269,UEDFBNVGN4SCQ7LD7OJ73J7A6K5URQTWWDJOEO2RGZF3DZUN6AVA,[None],32640548,-0.1275,51.50722,4,14,11,https://imgcy.trivago.com/partner-images/a1/06/50b6a66f24287d63fb93fda7e0f2bb48c276b0d2e23b51364bb1e68df02a,bedroom,0.9998999834,New Notting Hill Luxury Spacious Top Floor Flat 1 Bedroom,2024-03-07,0.8202509419,None,0.2060627043,0.5656440258,4.587620497,None,None,None
270,RC6CDUNGGOZUFB2QFOUAZUPJA56KFAWQMZGKML6CS2OK27JJT63Q,[None],34461250,-0.13295,51.51001,8,19,10,https://imgcy.trivago.com/partner-images/88/bc/21d1a633b34287502ba80cd1e9077ca282d0664ca62fc2969cad7d299fb7,building,0.9998999834,Imperial Piccadilly Apartments,2024-03-07,1.120195776,None,0.3960566521,0.110272646,3.205690384,None,None,None
271,TBBX3ZHIHYEUM7UWFWSVE6D3TUV2OYXFFQH5AXCMAMQUUXN7NZ7A,[None],36930726,-0.14094,51.50731,11,28,17,https://imgcy.trivago.com/partner-images/98/43/7de4e83e09467e962da552787b9d2ba762e52c0fd05c4c03214a5dbf6e7e,building,0.9998999834,St. James Luxury 1 Bed Apartment,2024-03-07,1.70650167,None,0.3445212841,0.1625442505,1.667968273,None,None,None
272,C4KYT6DQY6KHI65BK65CTDGVW2BPQTEC2BJCKCIY25GGXDKUTVRQ,[None],24043078,-0.1275,51.50722,4,14,10,https://imgcy.trivago.com/partner-images/17/15/89f870c794747ba157ba298cd5b682f84c82d052250918d74c6b8d549d63,building,1.0,The Duke Of York Studio Next To Sloane Square,2024-03-07,0.8202509419,None,0.43868348,0.4792618752,8.655966043,None,None,None
273,XZSXUQJVVMLOLSS3LOL36KGGJPKK6SWIZAR5DQ74QU7RBSGZCBYA,[None],129815,-0.12437,51.52011,10,21,13,https://imgcy.trivago.com/partner-images/be/65/7a4135ab16e5ca5b5b97bf28c64bd4af4ac8c823d1c3fc853f10c8d91070,building,0.9824000001,Grange Portland Hotel,2024-03-07,1.205181547,None,0.3108293712,0.380988121,6.612337112,None,None,None
274,TTMSRD462ZSTKZQEUUINGTUBZIOJRL4MIOWPRXQ3KJVASZ35BNHA,[None],28489172,-0.12619,51.51105,8,12,9,https://imgcy.trivago.com/partner-images/9c/d9/288f9ed665356604a510d34e81ca1c98af8c43acf8de1b526a09677d0b4e,building,0.9998999834,Fabulous One Bed Apartment On Covent Garden,2024-03-07,0.6562370404,None,0.7455329299,0.1450073719,3.123475313,None,None,None
275,L67D6MQGDO74IBTGDD4FEFQHOFKTOKM2W4BECPTWQXC3OOT6IAAA,[None],35597552,-0.18503,51.49492,21,78,19,https://imgcy.trivago.com/partner-images/5f/be/3f32061bbfc4066618f8521607715537299ab702413e7685c5b73a7e4000,building,0.9998999834,Stunning Quiet 1 Bedroom Cityview Apartment Wifi,2024-03-07,5.026676893,None,0.5007312298,0.3722007275,6.610713005,None,None,None
276,43PFWET75N7H2PWJLMNGIVPJA6RT3C72BN53JEGCEB2S7DLINPHQ,[None],30874650,-0.1275,51.50722,4,14,12,https://imgcy.trivago.com/partner-images/e6/de/5b127feb7e7d3ec95b1a6455e907a33d8bfa0b7bb490c220752f8d686bcf,building,0.9998999834,The Victoria Apartments,2024-03-07,0.8202509419,None,0.4082279503,0.2766788006,4.220663309,None,None,None
277,ZPXUFK57XU3IQ6VUWBK2JAFBAZ3JUDEQUVSZHTTY5NO6J5ZYVJ3Q,[None],17949586,-0.1275,51.50722,4,14,10,https://imgcy.trivago.com/partner-images/cb/ef/42abbfbd36887ab4b055a480a106769a0c90a56593ce78eb5de4f738aa77,building,0.9994999766,Trevillion Mansions Chiswick,2024-03-07,0.8202509419,None,0.3557596803,0.761398077,7.979279041,None,None,None
278,IZUKQVCAHOC263E45PSQL7NOLPHCEAHQAWMMXZIUFUOISZT2KTXA,[None],31581746,-0.1275,51.50722,4,14,9,https://imgcy.trivago.com/partner-images/46/68/a854403b85af6c9cebe505fdae5bce2200f00598cbe5142d1c89667a54ee,building,0.9997000098,Lovely 1- Bedroom Condo In Greater London,2024-03-07,0.8202509419,None,0.4777566195,0.1972403526,2.140158892,None,None,None
279,CY3C7DOO45GPW4Z4IRRR5OUAYP5CC2RUZ6ML5XQU2OOJC2H6XERQ,[None],18172382,-0.11265,51.51284,4,7,7,https://imgcy.trivago.com/partner-images/16/36/2f8dcee74cfb733c44631eba80c3fa216a34cf98bede14d39c9168feb923,building,0.9998999834,Eldon Chambers Flat 1,2024-03-07,0.3970383717,None,0.4957647324,0.1629874706,7.790160656,None,None,None
280,GZA432KCPLCDBUECEL4WA6J6LC6ZHUAZQ5KNEDN3OVXB3XMZO22A,[None],29364592,-0.1275,51.50722,4,14,11,https://imgcy.trivago.com/partner-images/36/41/cde9427ac430d08222f960793e58bd93d0198754d20dbb756e1ddd9976b4,building,0.9998999834,"Stylish 2-bed Flat Just Off Bermondsey Street, Se1",2024-03-07,0.8202509419,None,0.6797673702,0.2526609898,3.07839036,The Shard,None,None
281,PUSGGKIHAGKMDHXO2JMUDLKICHTEWTZXS5TNZULJEVW6SVUK4AZQ,[None],24845292,-0.1275,51.50722,4,14,10,https://imgcy.trivago.com/partner-images/7d/24/6329070194c19eeed25941ad4811e64b4f379766dcd169256de9568ae033,building,0.9998999834,Luxury 2 Bed Apartment With Sw Facing Terrace,2024-03-07,0.8202509419,None,0.5664655566,0.1559970379,3.286257029,None,None,None
282,RHYVXVD3NAPWNKPMVE4JT7ZFFJT5HGPCZYQFYON4BFG3EZJFSG5Q,[None],25389080,-0.09497,51.51176,4,22,11,https://imgcy.trivago.com/partner-images/89/f1/5bd47b681f66a9eca93899ff252a67d399e2ce205c39bc094db2652591bb,building,0.9991000295,The Westin London City,2024-03-07,1.516893702,None,0.4020365179,0.5121414661,4.133342266,None,None,None
283,Z6TY6R4JASW5EHN6DLZLT3FZGXLJMVWKINKPOCSEFPC7KWWMLSDA,[None],36592524,-0.09775,51.5208,10,28,19,https://imgcy.trivago.com/partner-images/cf/a7/8f478904add21dbe1af2b9ecb935d69656ca4354f70a442bc5f55acc5c86,building,1.0,"Student-friendly City Of London 1br, Nr Barbican Station, By Blueground",2024-03-07,1.755318195,None,0.3380972147,0.2998313904,4.336400509,None,None,None
284,J2CZHAUWP64SXY6IL25YM2VL732ZPLPDIDNIJDLXVMKFROUXUHFQ,[None],37029172,-0.09967,51.50308,9,29,21,https://imgcy.trivago.com/partner-images/4e/85/9382967fb92be3c85ebb866aabfef597ade340da848d77ab1458ba97a1cb,building,0.9994000196,The Copper Fields,2024-03-07,1.433843916,None,0.5432552099,0.1622335911,1.966495514,None,None,None
285,NHUKEOL3KKGSGRZ36N7X43MV7BVQIIHPVGICYUACNF3N6GRCUXRQ,[None],10314392,-0.1275,51.50722,4,14,14,https://imgcy.trivago.com/partner-images/69/e8/a2397b528d23473bf37f7e6d95f86b0420efa9902c50026976df1a22a5e3,building,0.9078999758,Beautiful Little Flat In Camden Close To Tourist Attractions & Public Transport,2024-03-07,0.8202509419,None,0.3141758144,0.4060950279,6.349589109,None,None,None
286,DD4HQW2UCPGFEO6QZVSVLBKUG77I36FM75UMPS2D542QEOLSPJ4A,[None],149036,-0.12654,51.5262,13,32,20,https://imgcy.trivago.com/partner-images/18/f8/785b5413cc523bd0cd6555855437fe8df8acff68c7cb43ef350239727a78,building,0.9998999834,Avonmore Hotel,2024-03-07,1.886842339,None,0.2645902038,0.3587551117,6.516674995,None,None,None
287,EYWSUOLVTFE6W26MJOVXNNYULXA6GVZGQDZQ7WLTCAM6CCEOAT6A,[None],24098784,-0.1275,51.50722,4,14,10,https://imgcy.trivago.com/partner-images/26/2d/2a39759949eb6bcc4bab76b7145dc1e3572680f30fd9731019e1088e04fc,beach,0.9987999797,Double Room Private Bathroom @ Harlinger Lodge,2024-03-07,0.8202509419,None,0.4028169513,0.5616071224,5.291701078,None,None,None
288,JIC4IZZ32IFEWL6D3QOLKPSWCWTO6CDDNAV6XOT2SNQVRUFMYUYQ,[None],33167724,-0.1275,51.50722,4,14,10,https://imgcy.trivago.com/partner-images/4a/05/c4673bd20a4b2fc3dc1cb53e5615a6ef0863682bebba7a936158d0acc531,restaurant,0.9480000138,Garden Flat Near Buckingham Palace!,2024-03-07,0.8202509419,None,0.3599305153,0.796425581,7.205439806,None,None,None
289,R6ME7FVEZGTWTMFIAQKNBW7ZJKANW4M7AXFOZUX6FB64O52BY6PA,[None],12971112,-0.08145,51.49464,16,54,18,https://imgcy.trivago.com/partner-images/8f/98/4f96a4c9a769b0a80414d0dbf94a80db719f05caecd2fe287dc77741c79e,building,0.9998999834,"St Jaydas Place, London",2024-03-07,3.005336149,None,0.1872843057,0.4919781685,10.23905015,None,None,None
290,V5BZIWV4XZKJSYBECPGK6LRXS3KSILJQIODUMPJTTGRG7GSU73IQ,[None],26969536,-0.12553,51.52536,12,30,20,https://imgcy.trivago.com/partner-images/af/43/945abcbe5499602413ccaf2e3796d5242d304387463d3399a26f9a54fed1,building,0.9998999834,Super 1bd Flat Minutes From Kings Cross Station!,2024-03-07,1.774891362,None,0.1509591639,0.8338894844,8.403604984,None,None,None
