accommodation_id,latitude,longitude,driving_distance,walking_distance,transit_distance
31348858,51.50722,-0.1275,4 mins,14 mins,12 mins
26281706,51.50722,-0.1275,4 mins,14 mins,12 mins
31268264,51.50722,-0.1275,4 mins,14 mins,12 mins
31005620,51.50722,-0.1275,4 mins,14 mins,12 mins
11817692,51.50722,-0.1275,4 mins,14 mins,12 mins
30978542,51.50722,-0.1275,4 mins,14 mins,12 mins
30710326,51.50722,-0.1275,4 mins,14 mins,12 mins
28890532,51.50722,-0.1275,4 mins,14 mins,12 mins
26881836,51.50722,-0.1275,4 mins,14 mins,12 mins
30666460,51.50722,-0.1275,4 mins,14 mins,12 mins
31477128,51.50722,-0.1275,4 mins,14 mins,12 mins
29222046,51.50722,-0.1275,4 mins,14 mins,12 mins
24690296,51.50722,-0.1275,4 mins,14 mins,12 mins
30763356,51.50722,-0.1275,4 mins,14 mins,12 mins
19858802,51.50722,-0.1275,4 mins,14 mins,12 mins
29933976,51.50722,-0.1275,4 mins,14 mins,12 mins
20821270,51.50722,-0.1275,4 mins,14 mins,12 mins
19857544,51.50722,-0.1275,4 mins,14 mins,12 mins
10290434,51.50722,-0.1275,4 mins,14 mins,12 mins
31404304,51.50722,-0.1275,4 mins,14 mins,12 mins
23880990,51.50722,-0.1275,4 mins,14 mins,12 mins
10314392,51.50722,-0.1275,4 mins,14 mins,12 mins
31864124,51.50722,-0.1275,4 mins,14 mins,12 mins
29358854,51.50722,-0.1275,4 mins,14 mins,12 mins
19873152,51.50722,-0.1275,4 mins,14 mins,12 mins
27242154,51.50722,-0.1275,4 mins,14 mins,12 mins
30125424,51.50722,-0.1275,4 mins,14 mins,12 mins
24685914,51.50722,-0.1275,4 mins,14 mins,12 mins
9632988,51.50722,-0.1275,4 mins,14 mins,12 mins
30200536,51.50722,-0.1275,4 mins,14 mins,12 mins
31060802,51.50722,-0.1275,4 mins,14 mins,12 mins
23489578,51.50722,-0.1275,4 mins,14 mins,12 mins
10938226,51.50722,-0.1275,4 mins,14 mins,12 mins
28856932,51.50722,-0.1275,4 mins,14 mins,12 mins
30958718,51.50722,-0.1275,4 mins,14 mins,12 mins
29118682,51.50722,-0.1275,4 mins,14 mins,12 mins
29129034,51.50722,-0.1275,4 mins,14 mins,12 mins
24772630,51.50722,-0.1275,4 mins,14 mins,12 mins
28580932,51.50722,-0.1275,4 mins,14 mins,12 mins
29655554,51.50722,-0.1275,4 mins,14 mins,12 mins
26819158,51.50722,-0.1275,4 mins,14 mins,12 mins
30978028,51.50722,-0.1275,4 mins,14 mins,12 mins
22013794,51.50722,-0.1275,4 mins,14 mins,12 mins
24126798,51.50722,-0.1275,4 mins,14 mins,12 mins
24079438,51.50722,-0.1275,4 mins,14 mins,12 mins
29136694,51.50722,-0.1275,4 mins,14 mins,12 mins
31794156,51.50722,-0.1275,4 mins,14 mins,12 mins
24915178,51.50722,-0.1275,4 mins,14 mins,12 mins
31615490,51.50722,-0.1275,4 mins,14 mins,12 mins
23981228,51.50722,-0.1275,4 mins,14 mins,12 mins
31675472,51.50722,-0.1275,4 mins,14 mins,12 mins
32523172,51.50722,-0.1275,4 mins,14 mins,12 mins
31881880,51.50722,-0.1275,4 mins,14 mins,12 mins
31792812,51.50722,-0.1275,4 mins,14 mins,12 mins
11604834,51.50722,-0.1275,4 mins,14 mins,12 mins
26880102,51.50722,-0.1275,4 mins,14 mins,12 mins
13522206,51.50722,-0.1275,4 mins,14 mins,12 mins
29636502,51.50722,-0.1275,4 mins,14 mins,12 mins
29577526,51.50722,-0.1275,4 mins,14 mins,12 mins
17719202,51.50722,-0.1275,4 mins,14 mins,12 mins
11579982,51.50722,-0.1275,4 mins,14 mins,12 mins
22867716,51.50722,-0.1275,4 mins,14 mins,12 mins
29630000,51.50722,-0.1275,4 mins,14 mins,12 mins
31830652,51.50722,-0.1275,4 mins,14 mins,12 mins
11746456,51.50722,-0.1275,4 mins,14 mins,12 mins
17753282,51.51573,-0.12349,11 mins,14 mins,14 mins
29149606,51.50722,-0.1275,4 mins,14 mins,12 mins
29160458,51.50722,-0.1275,4 mins,14 mins,12 mins
29639394,51.50722,-0.1275,4 mins,14 mins,12 mins
27003992,51.50722,-0.1275,4 mins,14 mins,12 mins
29696832,51.50722,-0.1275,4 mins,14 mins,12 mins
29631684,51.50722,-0.1275,4 mins,14 mins,12 mins
30228874,51.50722,-0.1275,4 mins,14 mins,12 mins
31865528,51.50722,-0.1275,4 mins,14 mins,12 mins
20638400,51.50722,-0.1275,4 mins,14 mins,12 mins
26880004,51.50722,-0.1275,4 mins,14 mins,12 mins
33140872,51.50722,-0.1275,4 mins,14 mins,12 mins
33137248,51.50722,-0.1275,4 mins,14 mins,12 mins
13398924,51.51882,-0.11941,7 mins,17 mins,12 mins
15270208,51.50722,-0.1275,4 mins,14 mins,12 mins
30964262,51.50722,-0.1275,4 mins,14 mins,12 mins
31084634,51.50722,-0.1275,4 mins,14 mins,12 mins
16937904,51.50722,-0.1275,4 mins,14 mins,12 mins
31473722,51.50722,-0.1275,4 mins,14 mins,12 mins
27860218,51.50722,-0.1275,4 mins,14 mins,12 mins
30967212,51.50722,-0.1275,4 mins,14 mins,12 mins
30869270,51.50722,-0.1275,4 mins,14 mins,12 mins
30939828,51.50722,-0.1275,4 mins,14 mins,12 mins
28566310,51.50722,-0.1275,4 mins,14 mins,12 mins
27433610,51.50722,-0.1275,4 mins,14 mins,12 mins
23846532,51.51334,-0.12858,9 mins,16 mins,12 mins
31500340,51.50722,-0.1275,4 mins,14 mins,12 mins
30957316,51.50722,-0.1275,4 mins,14 mins,12 mins
28840600,51.50722,-0.1275,4 mins,14 mins,12 mins
26817906,51.50722,-0.1275,4 mins,14 mins,12 mins
27625148,51.50722,-0.1275,4 mins,14 mins,12 mins
27561090,51.50722,-0.1275,4 mins,14 mins,12 mins
24616266,51.50722,-0.1275,4 mins,14 mins,12 mins
31664576,51.50722,-0.1275,4 mins,14 mins,12 mins
31649550,51.50722,-0.1275,4 mins,14 mins,12 mins
30249438,51.50722,-0.1275,4 mins,14 mins,12 mins
28723866,51.50722,-0.1275,4 mins,14 mins,12 mins
26972526,51.50722,-0.1275,4 mins,14 mins,12 mins
24848162,51.50722,-0.1275,4 mins,14 mins,12 mins
26974490,51.50722,-0.1275,4 mins,14 mins,12 mins
18119752,51.50722,-0.1275,4 mins,14 mins,12 mins
15869756,51.50722,-0.1275,4 mins,14 mins,12 mins
23362312,51.50722,-0.1275,4 mins,14 mins,12 mins
29589032,51.50722,-0.1275,4 mins,14 mins,12 mins
23399516,51.50722,-0.1275,4 mins,14 mins,12 mins
31833042,51.50722,-0.1275,4 mins,14 mins,12 mins
22329582,51.50722,-0.1275,4 mins,14 mins,12 mins
17603990,51.50722,-0.1275,4 mins,14 mins,12 mins
15587488,51.50722,-0.1275,4 mins,14 mins,12 mins
31822504,51.50722,-0.1275,4 mins,14 mins,12 mins
22088730,51.50722,-0.1275,4 mins,14 mins,12 mins
28600246,51.50722,-0.1275,4 mins,14 mins,12 mins
27027114,51.50722,-0.1275,4 mins,14 mins,12 mins
27134682,51.50722,-0.1275,4 mins,14 mins,12 mins
31955130,51.50722,-0.1275,4 mins,14 mins,12 mins
31968408,51.50722,-0.1275,4 mins,14 mins,12 mins
30567460,51.50722,-0.1275,4 mins,14 mins,12 mins
12788084,51.51271,-0.13052,9 mins,18 mins,13 mins
31471634,51.50722,-0.1275,4 mins,14 mins,12 mins
28585332,51.50722,-0.1275,4 mins,14 mins,12 mins
25279996,51.50722,-0.1275,4 mins,14 mins,12 mins
32594770,51.50722,-0.1275,4 mins,14 mins,12 mins
7075346,51.51799,-0.1202,7 mins,15 mins,9 mins
32142382,51.50722,-0.1275,4 mins,14 mins,12 mins
24447256,51.50722,-0.1275,4 mins,14 mins,12 mins
27803830,51.50722,-0.1275,4 mins,14 mins,12 mins
19542416,51.50722,-0.1275,4 mins,14 mins,12 mins
29680482,51.50722,-0.1275,4 mins,14 mins,12 mins
32530576,51.50722,-0.1275,4 mins,14 mins,12 mins
13387832,51.50722,-0.1275,4 mins,14 mins,12 mins
32676826,51.50722,-0.1275,4 mins,14 mins,12 mins
27586754,51.50722,-0.1275,4 mins,14 mins,12 mins
25429288,51.50722,-0.1275,4 mins,14 mins,12 mins
27741840,51.50722,-0.1275,4 mins,14 mins,12 mins
31116616,51.50722,-0.1275,4 mins,14 mins,12 mins
13290662,51.50722,-0.1275,4 mins,14 mins,12 mins
27596538,51.50722,-0.1275,4 mins,14 mins,12 mins
25477690,51.50722,-0.1275,4 mins,14 mins,12 mins
29586360,51.50722,-0.1275,4 mins,14 mins,12 mins
28961994,51.50722,-0.1275,4 mins,14 mins,12 mins
13513058,51.50722,-0.1275,4 mins,14 mins,12 mins
15282280,51.50722,-0.1275,4 mins,14 mins,12 mins
25511992,51.50722,-0.1275,4 mins,14 mins,12 mins
32764060,51.50722,-0.1275,4 mins,14 mins,12 mins
25566308,51.50722,-0.1275,4 mins,14 mins,12 mins
7120928,51.50722,-0.1275,4 mins,14 mins,12 mins
32817544,51.50722,-0.1275,4 mins,14 mins,12 mins
21020334,51.50722,-0.1275,4 mins,14 mins,12 mins
10554724,51.50722,-0.1275,4 mins,14 mins,12 mins
33203858,51.50722,-0.1275,4 mins,14 mins,12 mins
27202468,51.50722,-0.1275,4 mins,14 mins,12 mins
22185866,51.50722,-0.1275,4 mins,14 mins,12 mins
27709390,51.50722,-0.1275,4 mins,14 mins,12 mins
23147804,51.50722,-0.1275,4 mins,14 mins,12 mins
32920784,51.50722,-0.1275,4 mins,14 mins,12 mins
33000946,51.50722,-0.1275,4 mins,14 mins,12 mins
19114330,51.50722,-0.1275,4 mins,14 mins,12 mins
22958456,51.50722,-0.1275,4 mins,14 mins,12 mins
33065282,51.50722,-0.1275,4 mins,14 mins,12 mins
29775502,51.50722,-0.1275,4 mins,14 mins,12 mins
29773898,51.50722,-0.1275,4 mins,14 mins,12 mins
33205516,51.50722,-0.1275,4 mins,14 mins,12 mins
23448376,51.50722,-0.1275,4 mins,14 mins,12 mins
33150406,51.50722,-0.1275,4 mins,14 mins,12 mins
19121376,51.50722,-0.1275,4 mins,14 mins,12 mins
5949376,51.51831,-0.11503,8 mins,18 mins,14 mins
33221242,51.50722,-0.1275,4 mins,14 mins,12 mins
26099216,51.50722,-0.1275,4 mins,14 mins,12 mins
19852846,51.50722,-0.1275,4 mins,14 mins,12 mins
19302752,51.50722,-0.1275,4 mins,14 mins,12 mins
13516896,51.50722,-0.1275,4 mins,14 mins,12 mins
26889828,51.50722,-0.1275,4 mins,14 mins,12 mins
33416570,51.50722,-0.1275,4 mins,14 mins,12 mins
30527188,51.50722,-0.1275,4 mins,14 mins,12 mins
28489172,51.51105,-0.12619,8 mins,12 mins,12 mins
31065506,51.50722,-0.1275,4 mins,14 mins,12 mins
30607256,51.50722,-0.1275,4 mins,14 mins,12 mins
30703370,51.50722,-0.1275,4 mins,14 mins,12 mins
30768944,51.50722,-0.1275,4 mins,14 mins,12 mins
30764566,51.50722,-0.1275,4 mins,14 mins,12 mins
12335156,51.50722,-0.1275,4 mins,14 mins,12 mins
18033494,51.50722,-0.1275,4 mins,14 mins,12 mins
19756330,51.50722,-0.1275,4 mins,14 mins,12 mins
12105120,51.50722,-0.1275,4 mins,14 mins,12 mins
26869488,51.50722,-0.1275,4 mins,14 mins,12 mins
32905144,51.50722,-0.1275,4 mins,14 mins,12 mins
9120572,51.51494,-0.10839,6 mins,15 mins,12 mins
25463508,51.50722,-0.1275,4 mins,14 mins,12 mins
33380380,51.50722,-0.1275,4 mins,14 mins,12 mins
34436308,51.50722,-0.1275,4 mins,14 mins,12 mins
32054228,51.50722,-0.1275,4 mins,14 mins,12 mins
33514312,51.50722,-0.1275,4 mins,14 mins,12 mins
33718278,51.50722,-0.1275,4 mins,14 mins,12 mins
33754270,51.50722,-0.1275,4 mins,14 mins,12 mins
27747332,51.50722,-0.1275,4 mins,14 mins,12 mins
28807884,51.50722,-0.1275,4 mins,14 mins,12 mins
11060370,51.50722,-0.1275,4 mins,14 mins,12 mins
34536360,51.51323,-0.12789,9 mins,15 mins,13 mins
33466330,51.50722,-0.1275,4 mins,14 mins,12 mins
33429546,51.50722,-0.1275,4 mins,14 mins,12 mins
33539688,51.50722,-0.1275,4 mins,14 mins,12 mins
32882080,51.50722,-0.1275,4 mins,14 mins,12 mins
17968154,51.50722,-0.1275,4 mins,14 mins,12 mins
25294858,51.50722,-0.1275,4 mins,14 mins,12 mins
34842746,51.51163,-0.12853,7 mins,15 mins,11 mins
33911906,51.50722,-0.1275,4 mins,14 mins,12 mins
34312250,51.50722,-0.1275,4 mins,14 mins,12 mins
31255962,51.50722,-0.1275,4 mins,14 mins,12 mins
34114072,51.50722,-0.1275,4 mins,14 mins,12 mins
34361780,51.50722,-0.1275,4 mins,14 mins,12 mins
33506276,51.50722,-0.1275,4 mins,14 mins,12 mins
30976812,51.50722,-0.1275,4 mins,14 mins,12 mins
34374842,51.50722,-0.1275,4 mins,14 mins,12 mins
27085306,51.50722,-0.1275,4 mins,14 mins,12 mins
33691474,51.50722,-0.1275,4 mins,14 mins,12 mins
32278450,51.50722,-0.1275,4 mins,14 mins,12 mins
10565796,51.50722,-0.1275,4 mins,14 mins,12 mins
33865060,51.50722,-0.1275,4 mins,14 mins,12 mins
33865066,51.50722,-0.1275,4 mins,14 mins,12 mins
32270998,51.50722,-0.1275,4 mins,14 mins,12 mins
21815960,51.50722,-0.1275,4 mins,14 mins,12 mins
33138030,51.50722,-0.1275,4 mins,14 mins,12 mins
28062546,51.50722,-0.1275,4 mins,14 mins,12 mins
32273614,51.50722,-0.1275,4 mins,14 mins,12 mins
32800404,51.50722,-0.1275,4 mins,14 mins,12 mins
30095968,51.50722,-0.1275,4 mins,14 mins,12 mins
16910938,51.50722,-0.1275,4 mins,14 mins,12 mins
19765764,51.50722,-0.1275,4 mins,14 mins,12 mins
33921148,51.50722,-0.1275,4 mins,14 mins,12 mins
21915698,51.50722,-0.1275,4 mins,14 mins,12 mins
30600332,51.50722,-0.1275,4 mins,14 mins,12 mins
33515048,51.50722,-0.1275,4 mins,14 mins,12 mins
34208644,51.50722,-0.1275,4 mins,14 mins,12 mins
20821024,51.50722,-0.1275,4 mins,14 mins,12 mins
32073330,51.50722,-0.1275,4 mins,14 mins,12 mins
33521620,51.50722,-0.1275,4 mins,14 mins,12 mins
32963826,51.50722,-0.1275,4 mins,14 mins,12 mins
23899612,51.50722,-0.1275,4 mins,14 mins,12 mins
29550636,51.50722,-0.1275,4 mins,14 mins,12 mins
26376724,51.50722,-0.1275,4 mins,14 mins,12 mins
21527410,51.50722,-0.1275,4 mins,14 mins,12 mins
29561862,51.50722,-0.1275,4 mins,14 mins,12 mins
32784882,51.50722,-0.1275,4 mins,14 mins,12 mins
11594546,51.51804,-0.12362,8 mins,19 mins,12 mins
30776314,51.50722,-0.1275,4 mins,14 mins,12 mins
23463514,51.50722,-0.1275,4 mins,14 mins,12 mins
22961538,51.50722,-0.1275,4 mins,14 mins,12 mins
32605860,51.50722,-0.1275,4 mins,14 mins,12 mins
27296136,51.50722,-0.1275,4 mins,14 mins,12 mins
31728238,51.50722,-0.1275,4 mins,14 mins,12 mins
33429300,51.50722,-0.1275,4 mins,14 mins,12 mins
31748998,51.50722,-0.1275,4 mins,14 mins,12 mins
33731306,51.50722,-0.1275,4 mins,14 mins,12 mins
30124210,51.50722,-0.1275,4 mins,14 mins,12 mins
32852592,51.50722,-0.1275,4 mins,14 mins,12 mins
32763924,51.50722,-0.1275,4 mins,14 mins,12 mins
35606842,51.50425,-0.11532,8 mins,14 mins,9 mins
27892734,51.50722,-0.1275,4 mins,14 mins,12 mins
30993296,51.50722,-0.1275,4 mins,14 mins,12 mins
35834386,51.50936,-0.12601,7 mins,11 mins,7 mins
35840438,51.51057,-0.12445,7 mins,10 mins,10 mins
28482320,51.50722,-0.1275,4 mins,14 mins,12 mins
32288274,51.50722,-0.1275,4 mins,14 mins,12 mins
10324474,51.51423,-0.12632,11 mins,14 mins,14 mins
2378761,51.5124,-0.12163,6 mins,8 mins,8 mins
9657488,51.50722,-0.1275,4 mins,14 mins,12 mins
11667186,51.50722,-0.1275,4 mins,14 mins,12 mins
11653402,51.50722,-0.1275,4 mins,14 mins,12 mins
10641252,51.50722,-0.1275,4 mins,14 mins,12 mins
13099632,51.51302,-0.12609,8 mins,13 mins,13 mins
13099132,51.5133,-0.11278,3 mins,7 mins,7 mins
7873494,51.50722,-0.1275,4 mins,14 mins,12 mins
11052366,51.50722,-0.1275,4 mins,14 mins,12 mins
14216526,51.50763,-0.12214,1 min,7 mins,7 mins
14216530,51.50928,-0.12409,6 mins,9 mins,9 mins
15453586,51.5143,-0.12601,11 mins,14 mins,15 mins
15450198,51.51608,-0.12708,12 mins,16 mins,16 mins
15998166,51.50722,-0.1275,4 mins,14 mins,12 mins
18603698,51.50937,-0.12375,6 mins,8 mins,8 mins
18526544,51.50458,-0.11667,9 mins,14 mins,9 mins
17631422,51.50722,-0.1275,4 mins,14 mins,12 mins
20694752,51.50722,-0.1275,4 mins,14 mins,12 mins
15983178,51.50722,-0.1275,4 mins,14 mins,12 mins
17909808,51.50722,-0.1275,4 mins,14 mins,12 mins
13589740,51.50722,-0.1275,4 mins,14 mins,12 mins
21985518,51.50722,-0.1275,4 mins,14 mins,12 mins
8365390,51.50722,-0.1275,4 mins,14 mins,12 mins
8348874,51.50722,-0.1275,4 mins,14 mins,12 mins
21821498,51.50722,-0.1275,4 mins,14 mins,12 mins
11019226,51.51495,-0.12584,10 mins,13 mins,17 mins
10737064,51.50722,-0.1275,4 mins,14 mins,12 mins
17635006,51.50722,-0.1275,4 mins,14 mins,12 mins
23319742,51.50722,-0.1275,4 mins,14 mins,12 mins
15974848,51.50722,-0.1275,4 mins,14 mins,12 mins
20810740,51.50722,-0.1275,4 mins,14 mins,12 mins
15982226,51.50824,-0.12389,8 mins,8 mins,8 mins
15300782,51.50722,-0.1275,4 mins,14 mins,12 mins
13589254,51.50722,-0.1275,4 mins,14 mins,12 mins
11410238,51.50722,-0.1275,4 mins,14 mins,12 mins
21747474,51.50722,-0.1275,4 mins,14 mins,12 mins
17412762,51.50722,-0.1275,4 mins,14 mins,12 mins
24048444,51.50722,-0.1275,4 mins,14 mins,12 mins
20636070,51.50722,-0.1275,4 mins,14 mins,12 mins
23140856,51.50722,-0.1275,4 mins,14 mins,12 mins
23756342,51.50722,-0.1275,4 mins,14 mins,12 mins
22108902,51.50722,-0.1275,4 mins,14 mins,12 mins
24558892,51.50722,-0.1275,4 mins,14 mins,12 mins
23353132,51.50722,-0.1275,4 mins,14 mins,12 mins
12188674,51.50722,-0.1275,4 mins,14 mins,12 mins
24500572,51.50722,-0.1275,4 mins,14 mins,12 mins
24787492,51.50722,-0.1275,4 mins,14 mins,12 mins
11583460,51.50722,-0.1275,4 mins,14 mins,12 mins
24772474,51.50722,-0.1275,4 mins,14 mins,12 mins
24776358,51.50722,-0.1275,4 mins,14 mins,12 mins
17518754,51.50722,-0.1275,4 mins,14 mins,12 mins
15554384,51.50722,-0.1275,4 mins,14 mins,12 mins
25548702,51.50722,-0.1275,4 mins,14 mins,12 mins
17260554,51.50722,-0.1275,4 mins,14 mins,12 mins
20427212,51.51469,-0.12368,8 mins,12 mins,12 mins
26423332,51.50722,-0.1275,4 mins,14 mins,12 mins
19861668,51.51489,-0.10829,6 mins,15 mins,12 mins
24824274,51.50722,-0.1275,4 mins,14 mins,12 mins
26331704,51.50722,-0.1275,4 mins,14 mins,12 mins
25635718,51.50722,-0.1275,4 mins,14 mins,12 mins
26347232,51.50722,-0.1275,4 mins,14 mins,12 mins
26669010,51.50722,-0.1275,4 mins,14 mins,12 mins
26434044,51.50722,-0.1275,4 mins,14 mins,12 mins
26669874,51.50722,-0.1275,4 mins,14 mins,12 mins
10641608,51.50722,-0.1275,4 mins,14 mins,12 mins
19344638,51.50722,-0.1275,4 mins,14 mins,12 mins
32971062,51.50722,-0.1275,4 mins,14 mins,12 mins
24188132,51.50722,-0.1275,4 mins,14 mins,12 mins
29978856,51.50722,-0.1275,4 mins,14 mins,12 mins
30010956,51.50722,-0.1275,4 mins,14 mins,12 mins
31559246,51.50722,-0.1275,4 mins,14 mins,12 mins
30692166,51.50722,-0.1275,4 mins,14 mins,12 mins
30894860,51.50722,-0.1275,4 mins,14 mins,12 mins
32520792,51.50722,-0.1275,4 mins,14 mins,12 mins
32524896,51.50722,-0.1275,4 mins,14 mins,12 mins
32095414,51.50722,-0.1275,4 mins,14 mins,12 mins
29429824,51.50722,-0.1275,4 mins,14 mins,12 mins
28966764,51.50722,-0.1275,4 mins,14 mins,12 mins
22820922,51.50722,-0.1275,4 mins,14 mins,12 mins
31907622,51.50722,-0.1275,4 mins,14 mins,12 mins
21813674,51.50722,-0.1275,4 mins,14 mins,12 mins
18035280,51.50732,-0.12999,6 mins,17 mins,11 mins
25465176,51.50722,-0.1275,4 mins,14 mins,12 mins
24630502,51.50722,-0.1275,4 mins,14 mins,12 mins
31962788,51.50722,-0.1275,4 mins,14 mins,12 mins
27025454,51.50722,-0.1275,4 mins,14 mins,12 mins
30103268,51.50722,-0.1275,4 mins,14 mins,12 mins
32005874,51.50722,-0.1275,4 mins,14 mins,12 mins
29583478,51.50722,-0.1275,4 mins,14 mins,12 mins
32137566,51.50722,-0.1275,4 mins,14 mins,12 mins
28503346,51.50722,-0.1275,4 mins,14 mins,12 mins
24271594,51.50722,-0.1275,4 mins,14 mins,12 mins
11062948,51.50722,-0.1275,4 mins,14 mins,12 mins
19060282,51.50722,-0.1275,4 mins,14 mins,12 mins
20929358,51.50722,-0.1275,4 mins,14 mins,12 mins
32246184,51.50722,-0.1275,4 mins,14 mins,12 mins
27086046,51.50722,-0.1275,4 mins,14 mins,12 mins
23536832,51.50722,-0.1275,4 mins,14 mins,12 mins
31897920,51.50722,-0.1275,4 mins,14 mins,12 mins
32369166,51.50722,-0.1275,4 mins,14 mins,12 mins
32370788,51.50722,-0.1275,4 mins,14 mins,12 mins
11208230,51.50722,-0.1275,4 mins,14 mins,12 mins
27114842,51.50722,-0.1275,4 mins,14 mins,12 mins
11739806,51.50722,-0.1275,4 mins,14 mins,12 mins
11366062,51.50722,-0.1275,4 mins,14 mins,12 mins
29173730,51.50722,-0.1275,4 mins,14 mins,12 mins
20910254,51.50722,-0.1275,4 mins,14 mins,12 mins
30909168,51.50722,-0.1275,4 mins,14 mins,12 mins
11654022,51.50722,-0.1275,4 mins,14 mins,12 mins
32659456,51.50722,-0.1275,4 mins,14 mins,12 mins
20812820,51.50722,-0.1275,4 mins,14 mins,12 mins
29709108,51.50722,-0.1275,4 mins,14 mins,12 mins
25417000,51.50722,-0.1275,4 mins,14 mins,12 mins
29204260,51.50722,-0.1275,4 mins,14 mins,12 mins
29642716,51.50722,-0.1275,4 mins,14 mins,12 mins
30853662,51.50722,-0.1275,4 mins,14 mins,12 mins
28769604,51.50722,-0.1275,4 mins,14 mins,12 mins
32797662,51.50722,-0.1275,4 mins,14 mins,12 mins
27187874,51.50722,-0.1275,4 mins,14 mins,12 mins
19161352,51.50722,-0.1275,4 mins,14 mins,12 mins
32797850,51.50722,-0.1275,4 mins,14 mins,12 mins
28796836,51.50722,-0.1275,4 mins,14 mins,12 mins
28930692,51.50722,-0.1275,4 mins,14 mins,12 mins
29821930,51.50722,-0.1275,4 mins,14 mins,12 mins
31214960,51.50722,-0.1275,4 mins,14 mins,12 mins
32876430,51.50722,-0.1275,4 mins,14 mins,12 mins
27201360,51.50722,-0.1275,4 mins,14 mins,12 mins
32911528,51.50722,-0.1275,4 mins,14 mins,12 mins
27205812,51.50722,-0.1275,4 mins,14 mins,12 mins
24192626,51.50722,-0.1275,4 mins,14 mins,12 mins
24059342,51.50722,-0.1275,4 mins,14 mins,12 mins
27850918,51.50722,-0.1275,4 mins,14 mins,12 mins
28885574,51.50722,-0.1275,4 mins,14 mins,12 mins
20789976,51.50722,-0.1275,4 mins,14 mins,12 mins
24118668,51.50722,-0.1275,4 mins,14 mins,12 mins
30946482,51.50722,-0.1275,4 mins,14 mins,12 mins
24049770,51.50722,-0.1275,4 mins,14 mins,12 mins
28030682,51.50722,-0.1275,4 mins,14 mins,12 mins
33017288,51.50722,-0.1275,4 mins,14 mins,12 mins
30745632,51.50722,-0.1275,4 mins,14 mins,12 mins
33073804,51.50722,-0.1275,4 mins,14 mins,12 mins
21043532,51.50722,-0.1275,4 mins,14 mins,12 mins
33091320,51.50722,-0.1275,4 mins,14 mins,12 mins
30818172,51.50722,-0.1275,4 mins,14 mins,12 mins
24560370,51.50722,-0.1275,4 mins,14 mins,12 mins
29439766,51.50722,-0.1275,4 mins,14 mins,12 mins
33217452,51.50722,-0.1275,4 mins,14 mins,12 mins
24561252,51.50722,-0.1275,4 mins,14 mins,12 mins
27621828,51.50722,-0.1275,4 mins,14 mins,12 mins
30385590,51.50722,-0.1275,4 mins,14 mins,12 mins
26341360,51.50722,-0.1275,4 mins,14 mins,12 mins
30136864,51.50722,-0.1275,4 mins,14 mins,12 mins
30446906,51.50722,-0.1275,4 mins,14 mins,12 mins
15894474,51.50722,-0.1275,4 mins,14 mins,12 mins
21563658,51.50722,-0.1275,4 mins,14 mins,12 mins
27237506,51.50722,-0.1275,4 mins,14 mins,12 mins
30398960,51.50722,-0.1275,4 mins,14 mins,12 mins
30517282,51.50722,-0.1275,4 mins,14 mins,12 mins
15355112,51.50722,-0.1275,4 mins,14 mins,12 mins
22108782,51.50722,-0.1275,4 mins,14 mins,12 mins
32820308,51.50722,-0.1275,4 mins,14 mins,12 mins
22608392,51.51489,-0.1224,7 mins,12 mins,12 mins
30607132,51.50722,-0.1275,4 mins,14 mins,12 mins
26442866,51.50722,-0.1275,4 mins,14 mins,12 mins
31319750,51.50722,-0.1275,4 mins,14 mins,12 mins
26441916,51.50722,-0.1275,4 mins,14 mins,12 mins
26911688,51.50722,-0.1275,4 mins,14 mins,12 mins
27187820,51.50722,-0.1275,4 mins,14 mins,12 mins
31416376,51.50722,-0.1275,4 mins,14 mins,12 mins
26669758,51.50722,-0.1275,4 mins,14 mins,12 mins
30677594,51.50722,-0.1275,4 mins,14 mins,12 mins
30644474,51.50722,-0.1275,4 mins,14 mins,12 mins
19871480,51.50722,-0.1275,4 mins,14 mins,12 mins
20674028,51.50722,-0.1275,4 mins,14 mins,12 mins
17767290,51.51211,-0.12482,8 mins,11 mins,11 mins
30821906,51.50722,-0.1275,4 mins,14 mins,12 mins
31485580,51.50722,-0.1275,4 mins,14 mins,12 mins
31489184,51.50722,-0.1275,4 mins,14 mins,12 mins
30964238,51.50722,-0.1275,4 mins,14 mins,12 mins
31515438,51.50722,-0.1275,4 mins,14 mins,12 mins
23939542,51.50722,-0.1275,4 mins,14 mins,12 mins
24090740,51.50722,-0.1275,4 mins,14 mins,12 mins
27947888,51.50722,-0.1275,4 mins,14 mins,12 mins
26852096,51.50722,-0.1275,4 mins,14 mins,12 mins
22128086,51.50722,-0.1275,4 mins,14 mins,12 mins
10792294,51.50722,-0.1275,4 mins,14 mins,12 mins
31611988,51.50722,-0.1275,4 mins,14 mins,12 mins
29496022,51.50722,-0.1275,4 mins,14 mins,12 mins
27975182,51.50722,-0.1275,4 mins,14 mins,12 mins
31664536,51.50722,-0.1275,4 mins,14 mins,12 mins
26926222,51.50722,-0.1275,4 mins,14 mins,12 mins
31739892,51.50722,-0.1275,4 mins,14 mins,12 mins
26971988,51.50722,-0.1275,4 mins,14 mins,12 mins
31740048,51.50722,-0.1275,4 mins,14 mins,12 mins
26974438,51.50722,-0.1275,4 mins,14 mins,12 mins
31469752,51.50722,-0.1275,4 mins,14 mins,12 mins
